source_file,benchmark,baseline,metric,direction,adare_n,adare_mean,adare_std,adare_median,adare_iqr,baseline_mean,baseline_std,baseline_median,baseline_iqr,gain_percent,paired_improvement_mean,paired_improvement_ci95_low,paired_improvement_ci95_high,wilcoxon_one_sided_p,holm_p,rank_biserial_paired
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,OVEA-style,hv,max,20,0.47329866489427114,0.038071073342324596,0.4795933391901558,0.05042149559165576,0.22933701972717682,0.0328353828315601,0.2276904397077042,0.04585561796812676,106.37691440192046,0.2439616451670942,0.2246675085259819,0.26346758495119993,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,OVEA-style,igd,min,20,0.1580623348726386,0.014485975475014217,0.15689627242965276,0.016749817251625887,0.27594469319479104,0.03547013517187675,0.27473572408989966,0.03830565856565138,42.719559835469845,0.11788235832215244,0.1020905519627465,0.1339200176433228,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,OVEA-style,latency_best,min,20,37157523.47891291,743008.838515292,36922468.885277405,873194.6507750377,37146698.0869282,1594378.7435656302,36569334.983076885,2261311.835600108,-0.029142272509324392,-10825.39198471345,-714970.5037651707,732198.2978066311,0.7147016525268555,1.0,-0.14285714285714285
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,OVEA-style,makespan_best,min,20,108427.46703517246,2325.4096703382747,108833.71284857871,2944.2277472889255,100578.08328699876,2121.227921669214,100066.7450320102,1721.633161128295,-7.804268575864132,-7849.383748173673,-8877.733597138858,-6845.960824902479,1.0,1.0,-1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,OVEA-style,spacing,min,20,0.052813721648171955,0.008429303548797059,0.04996597492507341,0.012743972230710027,0.08158885046356897,0.019128343453011926,0.07971379123950273,0.023816106612944532,35.26845721186582,0.028775128815397018,0.019744456586634547,0.037420654847296626,1.811981201171875e-05,0.0003986358642578125,0.9333333333333333
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,OVEA-style,time,min,20,16.41899664500088,0.5172504088430061,16.367393149994314,0.25696570007130504,17.597844820003957,0.5455347563392589,17.494839249993674,0.18938195004011504,6.6988212878377364,1.1788481750030768,1.0359121286233859,1.3461967798537078,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,cost_best,min,20,454876.6693979239,12959.805584929112,456508.26848000096,15979.318759231071,453481.5529336931,10921.284891379473,452948.12045846216,13840.30344538443,-0.3076456925767837,-1395.1164642307674,-9480.143438757686,7042.9244849481665,0.6892433166503906,1.0,-0.12380952380952381
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,coverage,max,20,0.3141595255241726,0.22075413147446926,0.32778864970645794,0.4330033853060169,0.186500636654104,0.1787327374048495,0.12058399423215573,0.25002430354060684,68.44957269868893,0.1276588888700686,-0.038301807556847124,0.28490548100595225,0.07682323455810547,0.9288902282714844,0.37142857142857144
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,energy_best,min,20,1167938330.3527694,9573767.870791571,1169824400.2565384,14351533.348846674,1169127830.3321157,6952741.921242319,1169445053.310769,8946319.279038906,0.10174250826005679,1189499.9793461084,-3851326.6786732683,6084805.7223405,0.32382774353027344,1.0,0.12380952380952381
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,epsilon,min,20,0.28109901261951026,0.03888910217079323,0.2869009697615115,0.05729290936607129,0.2862716552353296,0.026786546717460162,0.28523687067342046,0.03900406533488815,1.806900027027536,0.005172642615819385,-0.013326676656046655,0.023172457156395952,0.3780832290649414,1.0,0.08571428571428572
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,hv,max,20,0.47329866489427114,0.038071073342324596,0.4795933391901558,0.05042149559165576,0.4622598777417363,0.02484000799156717,0.45996243576178103,0.0365459672370646,2.3880046017539427,0.011038787152534701,-0.007959343224219675,0.029877472419800325,0.1558971405029297,1.0,0.26666666666666666
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,igd,min,20,0.1580623348726386,0.014485975475014217,0.15689627242965276,0.016749817251625887,0.16671219334748372,0.01798738153547086,0.1694644412720266,0.020386931394348773,5.1884977944090345,0.008649858474845095,-0.0025724176615967227,0.01872142576901157,0.0291290283203125,0.4369354248046875,0.4857142857142857
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,latency_best,min,20,37157523.47891291,743008.838515292,36922468.885277405,873194.6507750377,37553073.20134877,864449.3460726684,37758116.00871026,1158067.4210589826,1.0533085276803598,395549.7224358443,-141216.13668431103,915470.4662120269,0.07145309448242188,0.9288902282714844,0.38095238095238093
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,makespan_best,min,20,108427.46703517246,2325.4096703382747,108833.71284857871,2944.2277472889255,111570.49213607916,3078.0369934197142,111931.85905695155,2644.21948670072,2.8170755911636984,3143.0251009067006,1330.5653841629376,5262.856972852566,0.0013561248779296875,0.021697998046875,0.7333333333333333
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,spacing,min,20,0.052813721648171955,0.008429303548797059,0.04996597492507341,0.012743972230710027,0.05404559002901969,0.0109884877447946,0.05333451515430511,0.011038337169734735,2.2793134096348706,0.0012318683808477354,-0.0032895437728059996,0.005979167941793481,0.3371114730834961,1.0,0.11428571428571428
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QL-NSGA-III,time,min,20,16.41899664500088,0.5172504088430061,16.367393149994314,0.25696570007130504,16.87093910498952,0.47717878799680535,16.78396805000375,0.3106986750062788,2.6788221875270684,0.45194245998864063,0.3184119627492329,0.5893455738579358,9.5367431640625e-06,0.0002288818359375,0.9523809523809523
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,cost_best,min,20,454876.6693979239,12959.805584929112,456508.26848000096,15979.318759231071,474282.62141376996,13275.112782801563,473614.19306846237,18642.85112192278,4.091643070960436,19405.952015846084,10627.056100084646,29240.35963335575,0.00016117095947265625,0.0029010772705078125,0.8476190476190476
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,coverage,max,20,0.08915317784536854,0.07539017708087918,0.06066176470588235,0.11455128205128207,0.0,0.0,0.0,0.0,nan,0.08915317784536854,0.05784681458951236,0.12183679981065247,0.00014623915190606628,0.0027785438862152592,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,energy_best,min,20,1167938330.3527694,9573767.870791571,1169824400.2565384,14351533.348846674,1119190634.6430774,7045673.127174248,1120331290.1961534,8209834.960961342,-4.355620410033023,-48747695.709692225,-52059648.7555645,-45487691.35884203,1.0,1.0,-1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,epsilon,min,20,0.28109901261951026,0.03888910217079323,0.2869009697615115,0.05729290936607129,0.49466327325528087,0.05997228610320262,0.5025923475278076,0.07938435611062328,43.17366422421996,0.21356426063577055,0.17861922691929497,0.2520134921980263,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,hv,max,20,0.47329866489427114,0.038071073342324596,0.4795933391901558,0.05042149559165576,0.24493222408708712,0.0332219286141487,0.2518441528345233,0.045245562252356375,93.23658479742826,0.22836644080718393,0.20191225418021072,0.2542002509262361,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,igd,min,20,0.1580623348726386,0.014485975475014217,0.15689627242965276,0.016749817251625887,0.39016260364880984,0.05465437745266951,0.3905958936397247,0.046383039812251725,59.48808691698386,0.2321002687761712,0.21013606344586305,0.25689390859917377,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,latency_best,min,20,37157523.47891291,743008.838515292,36922468.885277405,873194.6507750377,44253752.01977711,1281819.212129061,44545531.508088365,1562356.7226981372,16.03531501169184,7096228.540864201,6480222.069726055,7676408.840270939,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,makespan_best,min,20,108427.46703517246,2325.4096703382747,108833.71284857871,2944.2277472889255,134587.4945438104,7082.8935707884475,135444.06224632816,9824.61387378753,19.43719035509828,26160.027508637933,22996.68114700765,29342.44361953408,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,spacing,min,20,0.052813721648171955,0.008429303548797059,0.04996597492507341,0.012743972230710027,0.13439420741382924,0.059318113340332025,0.1369948444456019,0.08875727195293315,60.70238244305655,0.08158048576565725,0.05721918290724689,0.10482301097825358,9.5367431640625e-06,0.0002288818359375,0.9523809523809523
large_1000_r20_g50\CyberShake\reports\CyberShake_1000_extended_pairwise_metrics.csv,CyberShake_1000,QMOEA/D-AWA-style,time,min,20,16.41899664500088,0.5172504088430061,16.367393149994314,0.25696570007130504,25.171914199998717,1.206313727391551,25.00348164999741,0.45282209997822065,34.7725543852294,8.75291755499784,8.393181421991976,9.22091165625905,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,cost_best,min,20,4477899.848710157,80614.86792861862,4484977.375486153,94463.54302231222,4556593.773876233,101668.93386418626,4564780.914560001,100195.03663884476,1.7270340318077595,78693.9251660754,37623.01332032948,119153.69706726921,0.0009927749633789062,0.016877174377441406,0.7523809523809524
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,coverage,max,20,0.42009452664461133,0.16081124227053667,0.44805194805194803,0.21421017290582506,0.11572117953171915,0.1122507888178789,0.09039166505884622,0.14606694869852763,263.0230251234724,0.3043733471128921,0.18901983870582767,0.4136735460872608,4.100799560546875e-05,0.0008611679077148438,0.9047619047619048
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,energy_best,min,20,11683314097.599958,85451618.96755701,11679234982.686148,98435261.89788628,11843869488.988188,62025052.780949414,11842837864.97692,81426912.66518974,1.355599126936559,160555391.38822937,116210747.45970768,209118324.29129604,4.76837158203125e-06,0.00012874603271484375,0.9714285714285714
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,epsilon,min,20,0.2504770038622498,0.03315177109519904,0.24694826942147052,0.04261995950318498,0.31823081447833074,0.026855266971802263,0.3177841475752812,0.03525577779088829,21.290776233328746,0.0677538106160809,0.04983660712999675,0.08565120713778226,4.76837158203125e-06,0.00012874603271484375,0.9714285714285714
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,hv,max,20,0.5846333505934325,0.02450332211877578,0.5810525595485267,0.025474254162051624,0.523204002930523,0.021747305266564727,0.5201638776882439,0.018875577004941135,11.740993440194819,0.06142934766290942,0.04830986151244096,0.07457385107327558,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,igd,min,20,0.1267262464395984,0.012056311218412212,0.12562255308032166,0.012652416783944326,0.14413539644034154,0.016446048496031575,0.1412860386854537,0.017486834010392083,12.078330813034457,0.01740915000074316,0.007660943930091732,0.02721708915975091,0.001827239990234375,0.02923583984375,0.7142857142857143
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,latency_best,min,20,128250051.78389104,1677907.746658374,128559316.3208487,2141645.102054313,129886740.75418377,2795272.5778534026,129920942.0523802,3038985.0008358955,1.260089336901783,1636688.9702927403,98496.98010182194,3078601.119385625,0.031861305236816406,0.4460582733154297,0.47619047619047616
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,makespan_best,min,20,1128603.34402188,25096.746442815147,1133139.451785323,37694.84269623482,1130198.211748038,30663.77303534141,1123522.3529436449,27227.110484833363,0.1411139842179682,1594.8677261577686,-17478.14912657092,21642.96190261981,0.5508413314819336,1.0,-0.02857142857142857
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,spacing,min,20,0.05034678788646291,0.008869823109868375,0.04912964561837635,0.00701637432287075,0.054554831385260315,0.009213486512502922,0.05444034075242779,0.01067203554164433,7.713420410157003,0.004208043498797399,-0.00013996331309011644,0.008588101657636276,0.05269908905029297,0.5830173492431641,0.41904761904761906
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,NSGA-III,time,min,20,16.168578955004342,0.17861341132874306,16.128220499987947,0.10132977506145835,16.389836295007264,0.09318030714598195,16.396466200007126,0.11784509995777626,1.3499667478089556,0.2212573400029214,0.11985391250324032,0.30720383251718875,0.00029277801513671875,0.0052700042724609375,0.819047619047619
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,cost_best,min,20,4477899.848710157,80614.86792861862,4484977.375486153,94463.54302231222,5240136.839864386,164512.80773093717,5257688.6035684645,227657.1594369216,14.546127600247091,762236.9911542293,685600.343791311,833927.795100722,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,coverage,max,20,0.2531678424313649,0.10911499301220175,0.25,0.11969884953755922,0.005462462462462463,0.01438424051933034,0.0,0.0,4534.683426588484,0.24770537996890246,0.19984781649112734,0.2942421900921064,5.1601391981735945e-05,0.001032027839634719,0.9904761904761905
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,energy_best,min,20,11683314097.599958,85451618.96755701,11679234982.686148,98435261.89788628,12143092815.379993,61111600.74420807,12156272104.159992,69003820.86807632,3.7863394834444177,459778717.7800347,422167179.48892117,501579806.56462806,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,epsilon,min,20,0.2504770038622498,0.03315177109519904,0.24694826942147052,0.04261995950318498,0.506904762095884,0.05603142894704487,0.5012196865601074,0.08875889115075586,50.586969665345016,0.2564277582336341,0.23078298917058748,0.2803452968196862,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,hv,max,20,0.5846333505934325,0.02450332211877578,0.5810525595485267,0.025474254162051624,0.29249865836100764,0.034570842659973455,0.2910147480149794,0.048500778707824266,99.87556656477597,0.29213469223242494,0.2750968218465803,0.30953049726124016,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,igd,min,20,0.1267262464395984,0.012056311218412212,0.12562255308032166,0.012652416783944326,0.25087841900293517,0.02680814797565251,0.2487273814224053,0.035232691768577296,49.48698778346664,0.12415217256333674,0.11207715546182523,0.13614404039711975,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,latency_best,min,20,128250051.78389104,1677907.746658374,128559316.3208487,2141645.102054313,123160766.37080888,1517225.0944030783,123191400.45389426,2801192.663935989,-4.132229412863086,-5089285.413082167,-5942637.308301131,-4274566.064723116,1.0,1.0,-1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,makespan_best,min,20,1128603.34402188,25096.746442815147,1133139.451785323,37694.84269623482,1020455.4314097073,25401.439747409568,1014920.6997215034,14325.868196837255,-10.598004506945681,-108147.91261217308,-121223.26581883251,-93928.1782137531,1.0,1.0,-1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,spacing,min,20,0.05034678788646291,0.008869823109868375,0.04912964561837635,0.00701637432287075,0.08213716350942386,0.0242000014152162,0.0789746720579316,0.03171347292156548,38.704009567257025,0.031790375622960956,0.022466965818204926,0.041306119528039635,4.76837158203125e-06,0.00012874603271484375,0.9714285714285714
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,OVEA-style,time,min,20,16.168578955004342,0.17861341132874306,16.128220499987947,0.10132977506145835,17.243385929995565,0.271252296653129,17.166790500021307,0.14488095001433976,6.233155015811324,1.0748069749912248,0.9430217793614429,1.2330634141155314,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,cost_best,min,20,4477899.848710157,80614.86792861862,4484977.375486153,94463.54302231222,4397062.050520078,102777.87727182503,4409803.755890771,126469.48138885107,-1.8384502483997769,-80837.79819007935,-138556.36257884593,-17911.743777420525,0.9866790771484375,1.0,-0.5523809523809524
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,coverage,max,20,0.27932620825549376,0.158424523522497,0.29603174603174603,0.27755946762892547,0.20069729158986727,0.1372636216594852,0.22977168949771687,0.19325580502639994,39.177866349241896,0.07862891666562652,-0.04255891028118142,0.19473375568645754,0.13054943084716797,1.0,0.29523809523809524
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,energy_best,min,20,11683314097.599958,85451618.96755701,11679234982.686148,98435261.89788628,11708615587.183193,86889448.46228185,11704237590.498848,79184956.48442459,0.21609292230014795,25301489.583232403,-16038956.952590449,68592197.2762983,0.17440509796142578,1.0,0.24761904761904763
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,epsilon,min,20,0.2504770038622498,0.03315177109519904,0.24694826942147052,0.04261995950318498,0.26033260941878356,0.03668919722849518,0.2577737613428178,0.034285067907155686,3.7857745053673058,0.00985560555653383,-0.006212291555943178,0.026614107573385483,0.17440509796142578,1.0,0.24761904761904763
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,hv,max,20,0.5846333505934325,0.02450332211877578,0.5810525595485267,0.025474254162051624,0.5731802257721353,0.030813883969604473,0.5805992332816841,0.04593595584230259,1.998171658114781,0.011453124821297117,-0.0018030783827344729,0.025411433594293403,0.13054943084716797,1.0,0.29523809523809524
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,igd,min,20,0.1267262464395984,0.012056311218412212,0.12562255308032166,0.012652416783944326,0.13196336780828427,0.016589418562945844,0.13251470724827985,0.018498073080435565,3.968617545661865,0.005237121368685901,-0.0026206203234356504,0.012852749578849326,0.08842658996582031,0.8842658996582031,0.3523809523809524
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,latency_best,min,20,128250051.78389104,1677907.746658374,128559316.3208487,2141645.102054313,129291092.2391305,2416662.3850958366,129383717.21112487,3978030.0221763253,0.8051911676281628,1041040.4552394778,-82681.70106208298,2095248.6815378582,0.0291290283203125,0.4369354248046875,0.4857142857142857
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,makespan_best,min,20,1128603.34402188,25096.746442815147,1133139.451785323,37694.84269623482,1137686.4533073572,30751.32311667694,1136451.8404130857,49177.33732053125,0.798384234871714,9083.109285477025,-7161.875263329746,23535.857231346417,0.04484748840332031,0.5830173492431641,0.4380952380952381
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,spacing,min,20,0.05034678788646291,0.008869823109868375,0.04912964561837635,0.00701637432287075,0.05492899149779721,0.007746388419576763,0.05496625961974476,0.010009310515160949,8.342049410315608,0.004582203611334298,-0.0007364214911826932,0.010069805095551939,0.04484748840332031,0.5830173492431641,0.4380952380952381
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QL-NSGA-III,time,min,20,16.168578955004342,0.17861341132874306,16.128220499987947,0.10132977506145835,16.51542055500904,0.11765406244067589,16.487951600021916,0.16149752495402936,2.100107586418698,0.3468416000047,0.2539237037627027,0.41580587300115435,3.147125244140625e-05,0.0007238388061523438,0.9142857142857143
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,cost_best,min,20,4477899.848710157,80614.86792861862,4484977.375486153,94463.54302231222,4714219.022982234,124894.4341742169,4714656.085130774,108963.43381846137,5.012901885126684,236319.17427207646,169699.18619897115,299914.1618859816,9.5367431640625e-06,0.0002288818359375,0.9523809523809523
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,coverage,max,20,0.0639580275532288,0.047751367837126926,0.05718954248366013,0.04182692307692309,0.0033746903312120704,0.008545172309463276,0.0,0.0,1795.2265623215662,0.06058333722201673,0.04087341194484232,0.0822960303246092,0.00021840451160574153,0.004149685720509089,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,energy_best,min,20,11683314097.599958,85451618.96755701,11679234982.686148,98435261.89788628,11218143331.52969,59438949.369096346,11219452851.65,108615063.57633972,-4.146593177882303,-465170766.0702689,-517214367.4447021,-415143493.7137182,1.0,1.0,-1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,epsilon,min,20,0.2504770038622498,0.03315177109519904,0.24694826942147052,0.04261995950318498,0.42834608339680535,0.07383599268853877,0.4161642696740979,0.07765523223638149,41.524619093991724,0.1778690795345556,0.1437060186393676,0.21300715487391186,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,hv,max,20,0.5846333505934325,0.02450332211877578,0.5810525595485267,0.025474254162051624,0.35727568024315526,0.05548659176288735,0.35729065821141714,0.059155935130309256,63.636480992924504,0.22735767035027724,0.20102963985081962,0.25512482011635446,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,igd,min,20,0.1267262464395984,0.012056311218412212,0.12562255308032166,0.012652416783944326,0.3783760884668047,0.04440525378521476,0.3713960704350799,0.04359405530438776,66.507860749579,0.25164984202720625,0.23287880163979668,0.27297354325535217,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,latency_best,min,20,128250051.78389104,1677907.746658374,128559316.3208487,2141645.102054313,149775739.09531423,5195036.048542972,149818261.8350516,6914296.535376966,14.371945310665227,21525687.311423186,19426009.92386641,23741346.33843681,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,makespan_best,min,20,1128603.34402188,25096.746442815147,1133139.451785323,37694.84269623482,1404677.4610797027,77956.00270857856,1397508.1157734375,66607.87615422392,19.653915201687568,276074.1170578227,241627.3848170046,313560.40518767096,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,spacing,min,20,0.05034678788646291,0.008869823109868375,0.04912964561837635,0.00701637432287075,0.20218890377147386,0.13675288093902468,0.2096244444341014,0.20497422275284138,75.09913405368283,0.15184211588501098,0.09420376026887865,0.21223246467721987,3.147125244140625e-05,0.0007238388061523438,0.9142857142857143
large_1000_r20_g50\Inspiral\reports\Inspiral_1000_extended_pairwise_metrics.csv,Inspiral_1000,QMOEA/D-AWA-style,time,min,20,16.168578955004342,0.17861341132874306,16.128220499987947,0.10132977506145835,23.799618044990346,0.4236123422926387,23.721440550027182,0.6172974000219256,32.06370402903287,7.6310390899860066,7.4458248813472165,7.834361434594685,9.5367431640625e-07,3.814697265625e-05,1.0
large_1000_r20_g50\Montage\reports\Montage_1000_extended_pairwise_metrics.csv,Montage_1000,NSGA-III,cost_best,min,20,243037.14466846138,3641.730716849149,243221.50842846133,4393.558746538416,243647.97979499982,4394.461474651584,244488.31377538436,6161.870594615379,0.25070395701716236,610.8351265384496,-1564.5704900518988,2948.2294949326324,0.32382774353027344,1.0,0.12380952380952381
large_1000_r20_g50\Montage\reports\Montage_1000_extended_pairwise_metrics.csv,Montage_1000,NSGA-III,coverage,max,20,0.42317401890802964,0.2243362358896647,0.4677790563866513,0.29549104016126,0.05857545353864475,0.07008144606522478,0.019764957264957264,0.09703466919489571,622.4425819065037,0.36459856536938484,0.24119128202795762,0.48407319967876267,3.147125244140625e-05,0.0007867813110351562,0.9142857142857143
large_1000_r20_g50\Montage\reports\Montage_1000_extended_pairwise_metrics.csv,Montage_1000,NSGA-III,energy_best,min,20,601291064.143962,3633518.7713262006,602154414.3992312,5596200.154615283,606021993.6726927,2611496.795352574,606239089.6096159,3466861.123845935,0.7806531079935963,4730929.528730834,2647800.2860616143,6861928.266147218,0.00019741058349609375,0.004540443420410156,0.8380952380952381
