source_file,benchmark,context,operator,uses,mean_reward
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,one_point,862,0.08774932969260278
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,two_point,801,0.09056036278816564
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,uniform_0_5,740,0.05840796652580033
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,uniform_0_8,780,0.06819976613182642
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,one_point,1548,0.07733072659652875
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,two_point,1320,0.07908358070473434
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,uniform_0_5,1293,0.05375955808879954
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,uniform_0_8,1354,0.06457873731931482
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,one_point,3665,0.07587660810723913
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,two_point,3750,0.07855428533729311
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,uniform_0_5,3115,0.051744360746809916
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,uniform_0_8,3468,0.06845196080717901
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,one_point,2029,0.08032807876966717
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,two_point,2071,0.07758887352013595
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,uniform_0_5,1746,0.05156524665939778
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,uniform_0_8,1952,0.07297176700189126
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,one_point,3105,0.07980280650124671
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,two_point,3099,0.0838621985991344
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,uniform_0_5,2681,0.054387189660115944
ablation_v1_v5_r20\V4\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,uniform_0_8,2788,0.06559835238524771
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,one_point,4976,0.06422857796396664
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,two_point,4684,0.05723911719742525
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,uniform_0_5,4057,0.03770390071220758
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,uniform_0_8,4380,0.05133422866394783
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,one_point,590,0.04834593295190007
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,two_point,560,0.03542358911631185
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,uniform_0_5,524,0.015343509810483035
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,uniform_0_8,548,0.03227280071971098
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,one_point,1379,0.0435622452072559
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,two_point,1328,0.03412800467656883
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,uniform_0_5,1197,0.012236496766281427
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,uniform_0_8,1275,0.029351946960920472
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,one_point,3966,0.04140236916086802
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,two_point,3601,0.034857836879540686
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,uniform_0_5,3155,0.013572318007155982
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,uniform_0_8,3591,0.030311502350078522
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,one_point,3090,0.04012795192189062
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,two_point,2991,0.03438660627233437
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,uniform_0_5,2612,0.00862706754913585
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,uniform_0_8,2938,0.02808724238786086
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,one_point,2181,0.04251916257136364
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,two_point,1963,0.03691893071029452
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,uniform_0_5,1801,0.00976262883724105
ablation_v1_v5_r20\V4\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,uniform_0_8,2013,0.03048067450541514
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,one_point,4176,0.07595785702175545
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,two_point,4195,0.07402934995933988
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,uniform_0_5,3760,0.06331238542561098
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,uniform_0_8,4192,0.0740480422424316
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,one_point,1043,0.06143522930174631
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,two_point,1022,0.0635922834937516
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,uniform_0_5,940,0.04277126706893835
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,uniform_0_8,1096,0.058935453969328595
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:moving,one_point,1332,0.0513551039224769
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:moving,two_point,1387,0.05090240592769022
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:moving,uniform_0_5,1207,0.03728520535846595
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:moving,uniform_0_8,1386,0.05254915684319817
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:stagnant,one_point,3599,0.05488163302367703
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:stagnant,two_point,3714,0.052066204295494044
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:stagnant,uniform_0_5,3236,0.03897774536695744
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,late:high_div:stagnant,uniform_0_8,3693,0.053454581533895734
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:moving,one_point,2093,0.05625287440287598
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:moving,two_point,2216,0.05629074370886688
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:moving,uniform_0_5,1843,0.03824769272502011
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:moving,uniform_0_8,2119,0.0592683455025782
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:stagnant,one_point,2781,0.05704272666577858
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:stagnant,two_point,2940,0.055224132320967075
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:stagnant,uniform_0_5,2532,0.03707780811952491
ablation_v1_v5_r20\V5\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,middle:high_div:stagnant,uniform_0_8,2959,0.057469937584925454
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:moving,one_point,4568,0.0931177955372164
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:moving,two_point,4434,0.09550066343646262
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:moving,uniform_0_5,3503,0.06312463952875079
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:moving,uniform_0_8,4005,0.08042140223396758
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,one_point,959,0.08307780905181807
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,two_point,1036,0.08473209080311178
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,uniform_0_5,874,0.05477493188833764
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,early:high_div:stagnant,uniform_0_8,1008,0.07469479347336362
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,one_point,1472,0.07714556250552503
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,two_point,1445,0.07499330343855143
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,uniform_0_5,1327,0.05546743544719727
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:moving,uniform_0_8,1372,0.06731700144840884
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,one_point,3669,0.07966806499380961
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,two_point,3838,0.07784981905213473
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,uniform_0_5,2870,0.049738332726586676
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,late:high_div:stagnant,uniform_0_8,3536,0.06716143526063646
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,one_point,2056,0.07935321443968281
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,two_point,2071,0.0835799411314855
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,uniform_0_5,1759,0.051398215578992205
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:moving,uniform_0_8,1939,0.07060844435959052
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,one_point,3091,0.079713244944149
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,two_point,3204,0.08353756547516702
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,uniform_0_5,2527,0.05192417075709661
ablation_v1_v5_r20\V5\Epigenomics\reports\Epigenomics_24_adare_controller_trace.csv,Epigenomics_24,middle:high_div:stagnant,uniform_0_8,2911,0.07011369316673031
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,one_point,4874,0.06390517757500865
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,two_point,4637,0.05654633395544056
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,uniform_0_5,4001,0.04057119160632503
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:moving,uniform_0_8,4553,0.05383808791774423
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,one_point,608,0.047964922755003025
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,two_point,575,0.04217388224367052
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,uniform_0_5,524,0.006636699912750394
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,early:high_div:stagnant,uniform_0_8,566,0.032145442484926894
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,one_point,1398,0.0411818436724503
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,two_point,1318,0.03509737621921761
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,uniform_0_5,1136,0.01425238160798013
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:moving,uniform_0_8,1374,0.03226490842294838
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,one_point,3753,0.04210739675535646
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,two_point,3636,0.03526842794140344
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,uniform_0_5,3195,0.013575450181424203
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,late:high_div:stagnant,uniform_0_8,3710,0.031160149255110823
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,one_point,2843,0.04365429664794405
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,two_point,2753,0.03599833709856258
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,uniform_0_5,2381,0.014422464456577952
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:moving,uniform_0_8,2734,0.032543563457655356
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,one_point,2329,0.04097225246069546
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,two_point,2285,0.036989983984342556
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,uniform_0_5,1965,0.012005821730773926
ablation_v1_v5_r20\V5\Montage\reports\Montage_25_adare_controller_trace.csv,Montage_25,middle:high_div:stagnant,uniform_0_8,2220,0.031454313860996466
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:moving,one_point,4474,0.060906734966531255
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:moving,two_point,4354,0.06150514538567599
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:moving,uniform_0_5,3920,0.0463903203782332
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:moving,uniform_0_8,4234,0.060335932500824266
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:stagnant,one_point,1607,0.0492860973185527
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:stagnant,two_point,1582,0.050437607915551554
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:stagnant,uniform_0_5,1409,0.03082067257860703
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,early:high_div:stagnant,uniform_0_8,1496,0.0503488602330256
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:moving,one_point,1561,0.028936644292290488
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:moving,two_point,1526,0.023877122667056702
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:moving,uniform_0_5,1310,0.0017733416275688987
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:moving,uniform_0_8,1471,0.02395685041645737
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:stagnant,one_point,4310,0.03401316131672426
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:stagnant,two_point,4264,0.03059892987669999
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:stagnant,uniform_0_5,3640,0.00413115001518214
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,late:high_div:stagnant,uniform_0_8,4272,0.024356352312871327
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:moving,one_point,2479,0.03925014715469986
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:moving,two_point,2404,0.0365495696379021
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:moving,uniform_0_5,2060,0.01725991489414104
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:moving,uniform_0_8,2398,0.035932908377222635
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:stagnant,one_point,3466,0.040177695988266045
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:stagnant,two_point,3496,0.035916680025993096
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:stagnant,uniform_0_5,2841,0.011299524710744175
adare_controller_traces_1000_r20_g100\CyberShake\reports\CyberShake_1000_adare_only_controller_trace.csv,CyberShake_1000,middle:high_div:stagnant,uniform_0_8,3323,0.033556980232122426
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:moving,one_point,4848,0.07191489455335023
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:moving,two_point,4520,0.06857796550142245
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:moving,uniform_0_5,3918,0.04806919245060262
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:moving,uniform_0_8,4374,0.06316385720788066
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:stagnant,one_point,1391,0.06017498014788448
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:stagnant,two_point,1395,0.0576368883170046
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:stagnant,uniform_0_5,1251,0.035245722470161354
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,early:high_div:stagnant,uniform_0_8,1382,0.05168271769144256
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:moving,one_point,3205,0.04756462673380207
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:moving,two_point,3226,0.04745989223541742
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:moving,uniform_0_5,2677,0.012837900808218913
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:moving,uniform_0_8,2929,0.033902324301442674
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:stagnant,one_point,2771,0.04726477600025796
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:stagnant,two_point,2824,0.046623256351958374
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:stagnant,uniform_0_5,2359,0.014304886139167262
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,late:high_div:stagnant,uniform_0_8,2583,0.03477671941954121
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:moving,one_point,3868,0.0506369970667448
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:moving,two_point,3894,0.05161529186417743
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:moving,uniform_0_5,3148,0.019547972237850125
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:moving,uniform_0_8,3600,0.03974694632704309
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:stagnant,one_point,2126,0.05215549446127879
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:stagnant,two_point,2036,0.05062471272356102
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:stagnant,uniform_0_5,1785,0.021458504049937835
adare_controller_traces_1000_r20_g100\Montage\reports\Montage_1000_adare_only_controller_trace.csv,Montage_1000,middle:high_div:stagnant,uniform_0_8,1969,0.03972306537260194
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,one_point,278,0.06017602101355745
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,two_point,217,0.07065984645441378
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,uniform_0_5,218,0.050595202483866744
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:moving,uniform_0_8,249,0.07444533222512546
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,one_point,11,0.051962334548659624
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,two_point,11,0.04023546834780298
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,uniform_0_5,11,0.08214595409635081
quick_ablation\V2\CyberShake\reports\CyberShake_30_adare_controller_trace.csv,CyberShake_30,early:high_div:stagnant,uniform_0_8,10,0.06342565280543273
