benchmark,algorithm,run,generation,makespan_best,latency_best,cost_best,energy_best
CyberShake_30,MOEA/D,3,2,13914.015575411659,64922.14836674577,9982.289400000003,34384887.15384615
CyberShake_30,MOEA/D,3,3,13903.796825411659,64922.14836674577,9982.289400000003,33630704.46153846
CyberShake_30,MOEA/D,3,4,13914.015575411659,64922.14836674577,9982.289400000003,33327797.34615384
CyberShake_30,MOEA/D,3,5,13914.015575411659,64922.14836674577,9982.289400000003,32950176.38461538
CyberShake_30,MOEA/D,3,6,14272.064882403847,64922.14836674577,9982.289400000003,32206106.576923076
CyberShake_30,MOEA/D,3,7,14433.661429230768,64922.14836674577,9982.289400000003,32117387.346153837
CyberShake_30,MOEA/D,3,8,14473.73290775541,64922.14836674577,9982.289400000003,31673912.34615384
CyberShake_30,MOEA/D,3,9,14473.73290775541,64922.14836674577,9982.289400000003,31330250.8076923
CyberShake_30,MOEA/D,3,10,14473.73290775541,64922.14836674577,9982.289400000003,30881237.346153837
CyberShake_30,MOEA/D,3,11,14473.73290775541,64922.14836674577,9982.289400000003,30881237.346153837
CyberShake_30,MOEA/D,3,12,14473.73290775541,64922.14836674577,9982.289400000003,30819940.423076913
CyberShake_30,MOEA/D,3,13,14316.783632403847,64922.14836674577,9982.289400000003,30815192.923076913
CyberShake_30,MOEA/D,3,14,14316.783632403847,64922.14836674577,9982.289400000003,30815192.923076913
CyberShake_30,MOEA/D,3,15,14316.783632403847,64922.14836674577,9732.96170769231,30800448.49999999
CyberShake_30,MOEA/D,4,0,12182.582124999999,53894.68266748797,6920.953826153846,35141821.27769232
CyberShake_30,MOEA/D,4,1,13937.761208912261,65828.54808738582,6850.88998,33968605.83846154
CyberShake_30,MOEA/D,4,2,13569.204524414063,67295.5253855619,12594.415015384615,31783016.576923072
CyberShake_30,MOEA/D,4,3,13569.204524414063,66506.73539152642,14278.673861538466,31662735.03846153
CyberShake_30,MOEA/D,4,4,13569.204524414063,60304.77793442907,12233.39270769231,31649408.115384605
CyberShake_30,MOEA/D,4,5,13569.204524414063,60304.77793442907,12233.39270769231,31610017.53846153
CyberShake_30,MOEA/D,4,6,13500.204524414063,60304.77793442907,8331.280015384616,31610017.53846153
CyberShake_30,MOEA/D,4,7,14202.859966153845,60304.77793442907,8331.280015384616,31178093.69230768
CyberShake_30,MOEA/D,4,8,14202.859966153845,60304.77793442907,8331.280015384616,31104710.8076923
CyberShake_30,MOEA/D,4,9,14202.859966153845,60304.77793442907,8331.280015384616,31086174.26923076
CyberShake_30,MOEA/D,4,10,14202.859966153845,60304.77793442907,8331.280015384616,30786887.923076913
CyberShake_30,MOEA/D,4,11,14202.859966153845,60304.77793442907,8331.280015384616,30781557.153846145
CyberShake_30,MOEA/D,4,12,14202.859966153845,60304.77793442907,8331.280015384616,30781557.153846145
CyberShake_30,MOEA/D,4,13,14202.859966153845,60304.77793442907,8331.280015384616,30773560.99999999
CyberShake_30,MOEA/D,4,14,14202.859966153845,60304.77793442907,8331.280015384616,30786887.923076913
CyberShake_30,MOEA/D,4,15,14202.859966153845,60304.77793442907,8331.280015384616,30786887.923076913
CyberShake_30,MOEA/D,5,0,12210.3089921875,60641.2095458774,6054.518056923077,34438935.61538461
CyberShake_30,MOEA/D,5,1,12508.636766153846,62702.272480054075,4385.544210769232,34344664.07692307
CyberShake_30,MOEA/D,5,2,15021.73459153846,68422.31800043568,4385.544210769232,33638606.992307685
CyberShake_30,MOEA/D,5,3,14838.29893307692,68625.93467215143,4385.544210769232,32260587.73076923
CyberShake_30,MOEA/D,5,4,16311.517447265625,66024.20864037258,4385.544210769232,32100692.346153837
CyberShake_30,MOEA/D,5,5,14503.947826923077,61567.650969426075,4385.544210769232,31750524.846153837
CyberShake_30,MOEA/D,5,6,14503.947826923077,64908.949946559485,4385.544210769232,31342213.884615377
CyberShake_30,MOEA/D,5,7,14503.947826923077,64850.289801890016,4385.544210769232,31265956.192307685
CyberShake_30,MOEA/D,5,8,14445.192679230768,69450.74782923075,4385.544210769232,31230272.923076913
CyberShake_30,MOEA/D,5,9,14445.192679230768,69705.72185214242,4385.544210769232,31221707.346153837
CyberShake_30,MOEA/D,5,10,14445.192679230768,69705.72185214242,4385.544210769232,31172151.961538453
CyberShake_30,MOEA/D,5,11,14445.192679230768,69705.72185214242,4385.544210769232,31172151.961538453
CyberShake_30,MOEA/D,5,12,14445.192679230768,69705.72185214242,4385.544210769232,31172151.961538453
CyberShake_30,MOEA/D,5,13,14445.192679230768,69705.72185214242,4385.544210769232,30851578.884615377
CyberShake_30,MOEA/D,5,14,14445.192679230768,69705.72185214242,4385.544210769232,30817918.884615377
CyberShake_30,MOEA/D,5,15,14445.192679230768,69705.72185214242,4385.544210769232,30817918.884615377
CyberShake_30,QL-NSGA-III,1,0,11270.597154203726,58614.14677041166,7351.765364615384,35177771.085384615
CyberShake_30,QL-NSGA-III,1,1,11270.597154203726,55347.66813840745,7351.765364615384,34285014.84615384
CyberShake_30,QL-NSGA-III,1,2,11270.597154203726,55347.66813840745,7351.765364615384,34189756.27769231
CyberShake_30,QL-NSGA-III,1,3,10955.291500000001,55347.66813840745,6832.559630769233,34189756.27769231
CyberShake_30,QL-NSGA-III,1,4,10955.291500000001,55347.66813840745,6832.559630769233,33771806.99230768
CyberShake_30,QL-NSGA-III,1,5,10955.291500000001,55955.52625585036,6819.925015384617,33691328.11538461
CyberShake_30,QL-NSGA-III,1,6,10955.291500000001,56278.097301890026,5421.191518461538,33163555.838461537
CyberShake_30,QL-NSGA-III,1,7,10955.291500000001,56278.097301890026,5421.191518461538,33162707.76153846
CyberShake_30,QL-NSGA-III,1,8,10955.291500000001,56278.097301890026,5421.191518461538,33000493.3076923
CyberShake_30,QL-NSGA-III,1,9,11270.597154203726,55405.82616380108,5421.191518461538,33000493.3076923
CyberShake_30,QL-NSGA-III,1,10,11270.597154203726,56036.78491048978,5421.191518461538,33000493.3076923
CyberShake_30,QL-NSGA-III,1,11,11270.597154203726,56036.78491048978,5421.191518461538,33000493.3076923
CyberShake_30,QL-NSGA-III,1,12,11270.597154203726,56036.78491048978,4174.046518461538,33000493.3076923
CyberShake_30,QL-NSGA-III,1,13,11270.597154203726,56036.78491048978,4174.046518461538,32308166.57692307
CyberShake_30,QL-NSGA-III,1,14,11270.597154203726,56036.78491048978,3827.81421076923,32605720.423076916
CyberShake_30,QL-NSGA-III,1,15,11270.597154203726,56036.78491048978,3827.81421076923,32605720.423076916
CyberShake_30,QL-NSGA-III,2,0,11710.069415384614,60203.67135307392,10309.757861538463,34313889.10769231
CyberShake_30,QL-NSGA-III,2,1,11710.069415384614,57395.56507638221,10309.757861538463,33810020.80769231
CyberShake_30,QL-NSGA-III,2,2,11710.069415384614,57395.56507638221,9928.15382615385,33810020.80769231
CyberShake_30,QL-NSGA-III,2,3,11506.653549999999,56600.02355347656,8992.71921076923,33810020.80769231
CyberShake_30,QL-NSGA-III,2,4,11506.653549999999,55160.03432135217,8674.932323076922,33810020.80769231
CyberShake_30,QL-NSGA-III,2,5,11506.653549999999,55160.03432135217,7050.979595384615,33808904.461538464
CyberShake_30,QL-NSGA-III,2,6,11594.948686923077,54985.68719141526,6921.362287692307,33808904.461538464
CyberShake_30,QL-NSGA-III,2,7,11497.42278076923,52470.97916477165,6921.362287692307,33808904.461538464
CyberShake_30,QL-NSGA-III,2,8,11497.42278076923,52470.97916477165,6921.362287692307,33808904.461538464
CyberShake_30,QL-NSGA-III,2,9,11497.42278076923,52470.97916477165,6222.169595384614,32315089.492307693
CyberShake_30,QL-NSGA-III,2,10,11497.42278076923,52470.97916477165,6222.169595384614,32315089.492307693
CyberShake_30,QL-NSGA-III,2,11,11497.42278076923,52470.97916477165,6921.362287692307,32315089.492307693
CyberShake_30,QL-NSGA-III,2,12,11497.42278076923,52470.97916477165,6338.981518461538,32315089.492307693
CyberShake_30,QL-NSGA-III,2,13,11497.42278076923,52470.97916477165,6338.981518461538,32315089.492307693
CyberShake_30,QL-NSGA-III,2,14,11497.42278076923,52470.97916477165,5830.566323076923,32315089.492307693
CyberShake_30,QL-NSGA-III,2,15,11497.42278076923,52470.97916477165,5315.90998,32315089.492307693
CyberShake_30,QL-NSGA-III,3,0,11463.181383076922,56482.92773734375,8327.449246153848,35695995.038461536
CyberShake_30,QL-NSGA-III,3,1,11463.181383076922,56482.92773734375,7703.423056923079,35695995.038461536
CyberShake_30,QL-NSGA-III,3,2,11463.181383076922,56482.92773734375,7703.423056923079,34954412.34615384
CyberShake_30,QL-NSGA-III,3,3,11463.181383076922,53008.297059366,5990.803826153846,34954412.34615384
CyberShake_30,QL-NSGA-III,3,4,11463.181383076922,53008.297059366,5990.803826153846,34532682.73076923
CyberShake_30,QL-NSGA-III,3,5,11463.181383076922,53008.297059366,5990.803826153846,34207966.03076924
CyberShake_30,QL-NSGA-III,3,6,11463.181383076922,53008.297059366,4903.704210769231,33836946.22307692
CyberShake_30,QL-NSGA-III,3,7,11463.181383076922,53008.297059366,4903.704210769231,33588035.8076923
CyberShake_30,QL-NSGA-III,3,8,11522.60446,53008.297059366,4903.704210769231,33588035.8076923
CyberShake_30,QL-NSGA-III,3,9,11768.446127478965,53008.297059366,4551.763476923078,33189526.03076923
CyberShake_30,QL-NSGA-III,3,10,11768.446127478965,53008.297059366,4551.763476923078,33189526.03076923
CyberShake_30,QL-NSGA-III,3,11,11768.446127478965,53008.297059366,4551.763476923078,33189526.03076923
CyberShake_30,QL-NSGA-III,3,12,11768.446127478965,53008.297059366,4148.09421076923,33181673.53076923
CyberShake_30,QL-NSGA-III,3,13,11768.446127478965,53008.297059366,4148.09421076923,33181673.53076923
CyberShake_30,QL-NSGA-III,3,14,11768.446127478965,53201.72187262922,4148.09421076923,32808954.269230764
CyberShake_30,QL-NSGA-III,3,15,11768.446127478965,53201.72187262922,4148.09421076923,33181673.53076923
CyberShake_30,QL-NSGA-III,4,0,12182.582124999999,53894.68266748797,6920.953826153846,35141821.27769232
CyberShake_30,QL-NSGA-III,4,1,11528.791010742189,53894.68266748797,6920.953826153846,35141821.27769232
CyberShake_30,QL-NSGA-III,4,2,11477.998515624999,53894.68266748797,6920.953826153846,34363104.93153847
CyberShake_30,QL-NSGA-III,4,3,11477.998515624999,53894.68266748797,6920.953826153846,33825239.3
CyberShake_30,QL-NSGA-III,4,4,11477.998515624999,53492.2538902494,4558.697287692308,33761027.76153846
CyberShake_30,QL-NSGA-III,4,5,11477.998515624999,53492.2538902494,4558.697287692308,33761027.76153846
CyberShake_30,QL-NSGA-III,4,6,11477.998515624999,53491.49667871094,4558.697287692308,33492228.91538461
CyberShake_30,QL-NSGA-III,4,7,11496.21124230769,52839.05114247295,4558.697287692308,33492228.91538461
CyberShake_30,QL-NSGA-III,4,8,11496.21124230769,52839.05114247295,4558.697287692308,32668789.162307683
CyberShake_30,QL-NSGA-III,4,9,11496.21124230769,52839.05114247295,4558.697287692308,32668789.162307683
CyberShake_30,QL-NSGA-III,4,10,11496.21124230769,52839.05114247295,4558.697287692308,32668789.162307683
CyberShake_30,QL-NSGA-III,4,11,11496.21124230769,52839.05114247295,4558.697287692308,32197139.461538456
CyberShake_30,QL-NSGA-III,4,12,11496.21124230769,52839.05114247295,4558.697287692308,32197139.461538456
CyberShake_30,QL-NSGA-III,4,13,11496.21124230769,51199.673949396034,4558.697287692308,32197139.461538456
CyberShake_30,QL-NSGA-III,4,14,11496.21124230769,51199.673949396034,4558.697287692308,32197139.461538456
CyberShake_30,QL-NSGA-III,4,15,11496.21124230769,51199.673949396034,4558.697287692308,32197139.461538456
CyberShake_30,QL-NSGA-III,5,0,12210.3089921875,60641.2095458774,6054.518056923077,34438935.61538461
CyberShake_30,QL-NSGA-III,5,1,12210.3089921875,58678.56010705228,6054.518056923077,34438935.61538461
CyberShake_30,QL-NSGA-III,5,2,10883.36337417368,58678.56010705228,6054.518056923077,34091002.538461536
CyberShake_30,QL-NSGA-III,5,3,10881.39462417368,57468.26581101862,6054.518056923077,33502618.723076917
CyberShake_30,QL-NSGA-III,5,4,10881.39462417368,56529.046563131,6054.518056923077,33502618.723076917
CyberShake_30,QL-NSGA-III,5,5,10881.39462417368,54874.5927238191,5703.981323076923,33502618.723076917
CyberShake_30,QL-NSGA-III,5,6,10881.39462417368,52554.49200168269,5703.981323076923,32762848.3076923
CyberShake_30,QL-NSGA-III,5,7,10887.885250000001,52554.49200168269,5703.981323076923,32247859.653846145
CyberShake_30,QL-NSGA-III,5,8,10887.885250000001,52219.58964073918,5500.718056923078,32239070.807692297
CyberShake_30,QL-NSGA-III,5,9,10887.885250000001,52219.58964073918,4578.44421076923,32239070.807692297
CyberShake_30,QL-NSGA-III,5,10,10887.885250000001,54369.56964830227,4907.625553846153,31706918.115384612
CyberShake_30,QL-NSGA-III,5,11,10887.885250000001,54368.35810984073,4435.53574923077,31706918.115384612
CyberShake_30,QL-NSGA-III,5,12,10887.885250000001,54369.56964830227,4419.665400000002,31706918.115384612
CyberShake_30,QL-NSGA-III,5,13,10887.885250000001,54369.56964830227,3405.0207492307686,31706918.115384612
CyberShake_30,QL-NSGA-III,5,14,10887.885250000001,54369.56964830227,3405.0207492307686,31706918.115384612
CyberShake_30,QL-NSGA-III,5,15,10887.885250000001,54369.56964830227,3405.0207492307686,31706918.115384612
CyberShake_30,OVEA-style,1,0,11270.597154203726,58614.14677041166,7351.765364615384,35177771.085384615
CyberShake_30,OVEA-style,1,1,11270.597154203726,58614.14677041166,7351.765364615384,35122793.20076923
CyberShake_30,OVEA-style,1,2,11270.597154203726,58614.14677041166,7351.765364615384,34797505.99999999
CyberShake_30,OVEA-style,1,3,10955.291500000001,51137.09763363281,7351.765364615384,34096047.73076923
CyberShake_30,OVEA-style,1,4,10955.291500000001,51137.09763363281,6104.6203646153845,34096047.73076923
CyberShake_30,OVEA-style,1,5,10955.291500000001,51137.09763363281,6104.6203646153845,32811477.73076922
CyberShake_30,OVEA-style,1,6,10955.291500000001,51137.09763363281,10780.606707692308,32811477.73076922
CyberShake_30,OVEA-style,1,7,10955.291500000001,51137.09763363281,10780.606707692308,32811477.73076922
CyberShake_30,OVEA-style,1,8,10955.291500000001,51137.09763363281,10408.386903076924,32327807.34615384
CyberShake_30,OVEA-style,1,9,11169.541733398439,51137.09763363281,10367.084980000001,32327807.34615384
CyberShake_30,OVEA-style,1,10,11169.541733398439,52405.07569777044,12064.54267230769,32327807.34615384
CyberShake_30,OVEA-style,1,11,11169.541733398439,53983.729894272845,12136.626903076924,32327807.34615384
CyberShake_30,OVEA-style,1,12,11169.541733398439,53983.729894272845,12136.626903076924,32327807.34615384
CyberShake_30,OVEA-style,1,13,11169.541733398439,53318.430960679085,12136.626903076924,32327807.34615384
CyberShake_30,OVEA-style,1,14,11169.541733398439,53318.430960679085,11363.183056923077,32327807.34615384
CyberShake_30,OVEA-style,1,15,11169.541733398439,53318.430960679085,11363.183056923077,32327807.34615384
CyberShake_30,OVEA-style,2,0,11710.069415384614,60203.67135307392,10309.757861538463,34313889.10769231
CyberShake_30,OVEA-style,2,1,11710.069415384614,60203.67135307392,10964.718092307694,34313889.10769231
CyberShake_30,OVEA-style,2,2,11299.906022307692,58624.7404126262,10469.781553846155,33358833.338461537
CyberShake_30,OVEA-style,2,3,11299.148810769231,56786.52797102464,9798.996553846155,33358833.338461537
CyberShake_30,OVEA-style,2,4,11299.148810769231,57026.54092064,9798.996553846155,33358833.338461537
CyberShake_30,OVEA-style,2,5,12137.079663076922,52753.69927133414,13669.219246153847,32219734.492307693
CyberShake_30,OVEA-style,2,6,12119.750336153846,52753.69927133414,13553.96767230769,32219734.492307693
CyberShake_30,OVEA-style,2,7,11482.062203846153,52753.69927133414,12601.289630769234,32219734.492307693
CyberShake_30,OVEA-style,2,8,11482.062203846153,52753.69927133414,12601.289630769234,32219734.492307693
CyberShake_30,OVEA-style,2,9,11482.062203846153,52753.69927133414,11835.67693846154,32219734.492307693
CyberShake_30,OVEA-style,2,10,11482.062203846153,52753.69927133414,11835.67693846154,31536965.069230765
CyberShake_30,OVEA-style,2,11,11482.062203846153,53663.940454387026,11835.67693846154,31536965.069230765
CyberShake_30,OVEA-style,2,12,11482.062203846153,53663.940454387026,12724.349630769235,31536965.069230765
CyberShake_30,OVEA-style,2,13,11482.062203846153,52028.95631240085,12724.349630769235,31536965.069230765
CyberShake_30,OVEA-style,2,14,11482.062203846153,51883.31918064603,12724.349630769235,31536965.069230765
CyberShake_30,OVEA-style,2,15,11482.062203846153,51475.34717438701,12710.729630769234,31536965.069230765
CyberShake_30,OVEA-style,3,0,11463.181383076922,56482.92773734375,8327.449246153848,35695995.038461536
CyberShake_30,OVEA-style,3,1,11463.181383076922,56482.92773734375,10908.248056923076,35619503.692307696
CyberShake_30,OVEA-style,3,2,10808.61775,55543.692472704315,9903.643826153842,35056834.07692307
CyberShake_30,OVEA-style,3,3,10808.61775,55543.692472704315,9903.643826153842,33977332.53846153
CyberShake_30,OVEA-style,3,4,10808.61775,54335.71947893028,9903.643826153842,33826267.53846154
CyberShake_30,OVEA-style,3,5,10808.61775,54335.71947893028,9903.643826153842,33826267.53846154
CyberShake_30,OVEA-style,3,6,10808.61775,54335.71947893028,9903.643826153842,33318570.615384605
CyberShake_30,OVEA-style,3,7,10808.61775,54335.71947893028,9903.643826153842,33318570.615384605
CyberShake_30,OVEA-style,3,8,10808.61775,54335.71947893028,11844.62998,33318570.615384605
CyberShake_30,OVEA-style,3,9,10808.61775,54335.71947893028,11844.62998,33291203.69230768
CyberShake_30,OVEA-style,3,10,10808.61775,52613.78681795973,11844.62998,33291203.69230768
CyberShake_30,OVEA-style,3,11,10806.649,52613.78681795973,11844.62998,33291203.69230768
CyberShake_30,OVEA-style,3,12,10808.61775,52613.78681795973,11844.62998,33291203.69230768
CyberShake_30,OVEA-style,3,13,10808.61775,52613.78681795973,11844.62998,33291203.69230768
CyberShake_30,OVEA-style,3,14,10808.61775,52613.78681795973,11844.62998,33291203.69230768
CyberShake_30,OVEA-style,3,15,10808.61775,52232.437999789676,11841.341518461539,32927262.73076922
CyberShake_30,OVEA-style,4,0,12182.582124999999,53894.68266748797,6920.953826153846,35141821.27769232
CyberShake_30,OVEA-style,4,1,11545.249703846152,53894.68266748797,8983.0794,34583979.26923078
CyberShake_30,OVEA-style,4,2,11545.249703846152,53894.68266748797,10157.444400000002,34583979.26923078
CyberShake_30,OVEA-style,4,3,11545.249703846152,52945.45580985277,12731.263826153849,34583979.26923078
CyberShake_30,OVEA-style,4,4,11800.86080828125,52344.53355335937,12731.263826153849,33224373.338461533
CyberShake_30,OVEA-style,4,5,11502.557396153845,52344.53355335937,10845.609210769231,33224373.338461533
CyberShake_30,OVEA-style,4,6,11502.557396153845,52152.69049972655,12608.866133846152,33224373.338461533
CyberShake_30,OVEA-style,4,7,11502.557396153845,51492.50508577825,12608.866133846152,33187698.338461533
CyberShake_30,OVEA-style,4,8,11502.557396153845,50567.634438365385,12664.708826153848,33187698.338461533
CyberShake_30,OVEA-style,4,9,11891.15023076923,50567.634438365385,12664.708826153848,33187698.338461533
CyberShake_30,OVEA-style,4,10,11497.42278076923,50567.634438365385,12383.526903076925,32666823.338461533
CyberShake_30,OVEA-style,4,11,11497.42278076923,50567.634438365385,12383.526903076925,32666823.338461533
CyberShake_30,OVEA-style,4,12,11497.42278076923,51772.8578297536,12383.526903076925,32666823.338461533
CyberShake_30,OVEA-style,4,13,11497.42278076923,51531.49038834435,11924.424210769232,32666823.338461533
CyberShake_30,OVEA-style,4,14,11497.42278076923,51531.49038834435,11924.424210769232,32330796.223076917
CyberShake_30,OVEA-style,4,15,11497.42278076923,53094.17760073918,11856.414210769233,32330796.223076917
CyberShake_30,OVEA-style,5,0,12210.3089921875,60641.2095458774,6054.518056923077,34438935.61538461
CyberShake_30,OVEA-style,5,1,12210.3089921875,60403.88537266526,6054.518056923077,32797858.3076923
CyberShake_30,OVEA-style,5,2,11585.749703846153,54966.95856635216,6054.518056923077,32797858.3076923
CyberShake_30,OVEA-style,5,3,11585.749703846153,54966.95856635216,6054.518056923077,32797858.3076923
CyberShake_30,OVEA-style,5,4,10865.673711538462,54966.95856635216,6054.518056923077,32797858.3076923
CyberShake_30,OVEA-style,5,5,10865.673711538462,54966.95856635216,5708.71116923077,32797858.3076923
CyberShake_30,OVEA-style,5,6,10865.673711538462,54966.95856635216,5708.71116923077,32797858.3076923
CyberShake_30,OVEA-style,5,7,10865.673711538462,54966.95856635216,5708.71116923077,32781381.384615377
CyberShake_30,OVEA-style,5,8,10865.673711538462,54516.641042686286,12384.141903076925,32781381.384615377
CyberShake_30,OVEA-style,5,9,10814.111211538462,54516.641042686286,12384.141903076925,32781381.384615377
CyberShake_30,OVEA-style,5,10,10814.111211538462,54516.641042686286,12384.141903076925,31895677.538461532
CyberShake_30,OVEA-style,5,11,10814.111211538462,54516.641042686286,12384.141903076925,31895677.538461532
CyberShake_30,OVEA-style,5,12,10814.111211538462,54516.641042686286,12689.676903076921,31895677.538461532
CyberShake_30,OVEA-style,5,13,10814.111211538462,54516.641042686286,12058.77193846154,31592034.684615377
CyberShake_30,OVEA-style,5,14,10814.111211538462,53176.383049771626,11234.179246153846,31592034.684615377
CyberShake_30,OVEA-style,5,15,11482.062203846153,55074.97753929088,12058.77193846154,31592034.684615377
CyberShake_30,QMOEA/D-AWA-style,1,0,11270.597154203726,58614.14677041166,7351.765364615384,35177771.085384615
CyberShake_30,QMOEA/D-AWA-style,1,1,12933.67729,63810.177929897836,10603.75693846154,33406550.64615384
CyberShake_30,QMOEA/D-AWA-style,1,2,13421.898586153846,70596.95546008412,10603.75693846154,32312720.230769224
CyberShake_30,QMOEA/D-AWA-style,1,3,12161.656586153846,66308.53001063703,14131.006707692311,31966588.723076914
CyberShake_30,QMOEA/D-AWA-style,1,4,12161.656586153846,66308.53001063703,14499.567323076923,31960325.06923076
CyberShake_30,QMOEA/D-AWA-style,1,5,12161.656586153846,66308.53001063703,11904.27344153846,31481973.33846153
CyberShake_30,QMOEA/D-AWA-style,1,6,16144.88084538462,86642.96077010519,12442.53309230769,31348825.423076913
CyberShake_30,QMOEA/D-AWA-style,1,7,16150.65007615385,103288.18407819716,18116.56613384615,30900919.65384615
CyberShake_30,QMOEA/D-AWA-style,1,8,19698.79404923077,111188.90002559796,18116.56613384615,30900919.65384615
CyberShake_30,QMOEA/D-AWA-style,1,9,19742.063280000002,118675.29228310101,18628.69844153846,30857314.653846145
CyberShake_30,QMOEA/D-AWA-style,1,10,15142.95167230769,94743.05846424281,18697.58421076923,30823407.153846145
CyberShake_30,QMOEA/D-AWA-style,1,11,15142.95167230769,94743.05846424281,19355.273056923077,30821190.03846153
CyberShake_30,QMOEA/D-AWA-style,1,12,15142.95167230769,94743.05846424281,19920.38155384615,30810807.153846145
CyberShake_30,QMOEA/D-AWA-style,1,13,15142.95167230769,94743.05846424281,19920.38155384615,30801235.99999999
CyberShake_30,QMOEA/D-AWA-style,1,14,15142.95167230769,94743.05846424281,19960.45578461538,30781435.99999999
CyberShake_30,QMOEA/D-AWA-style,1,15,14456.870893846155,94592.71352885819,19964.24386153846,30762051.384615373
CyberShake_30,QMOEA/D-AWA-style,2,0,11710.069415384614,60203.67135307392,10309.757861538463,34313889.10769231
CyberShake_30,QMOEA/D-AWA-style,2,1,12160.445047692307,68218.8744475691,10122.018441538467,34270505.646153845
CyberShake_30,QMOEA/D-AWA-style,2,2,12160.445047692307,63490.25077418872,10122.018441538467,33460808.530769225
CyberShake_30,QMOEA/D-AWA-style,2,3,12160.445047692307,63490.25077418872,14855.951169230771,32772048.91538461
CyberShake_30,QMOEA/D-AWA-style,2,4,12160.445047692307,63490.25077418872,13717.759595384616,32429526.223076917
CyberShake_30,QMOEA/D-AWA-style,2,5,14201.578947692307,63511.38779341948,13717.759595384616,31988574.84615384
CyberShake_30,QMOEA/D-AWA-style,2,6,16037.45330076923,80164.90837026444,15831.968056923079,31906473.915384613
CyberShake_30,QMOEA/D-AWA-style,2,7,14215.72240230769,80018.19315955529,17515.612707692297,31602094.076923072
CyberShake_30,QMOEA/D-AWA-style,2,8,14215.72240230769,80018.19315955529,17720.028441538452,31535095.999999996
CyberShake_30,QMOEA/D-AWA-style,2,9,14215.72240230769,80018.19315955529,18727.647323076915,31535095.999999996
CyberShake_30,QMOEA/D-AWA-style,2,10,14215.72240230769,80018.19315955529,19245.757707692304,31535095.999999996
CyberShake_30,QMOEA/D-AWA-style,2,11,14215.72240230769,80018.19315955529,18638.735399999994,31535095.999999996
CyberShake_30,QMOEA/D-AWA-style,2,12,14215.72240230769,80018.19315955529,18638.735399999994,31517028.499999996
CyberShake_30,QMOEA/D-AWA-style,2,13,14215.72240230769,80018.19315955529,18638.735399999994,31517028.499999996
CyberShake_30,QMOEA/D-AWA-style,2,14,15541.265207692308,76159.55658024037,19453.399246153836,31517028.499999996
CyberShake_30,QMOEA/D-AWA-style,2,15,15541.265207692308,76159.55658024037,19453.399246153836,31498491.961538456
CyberShake_30,QMOEA/D-AWA-style,3,0,11463.181383076922,56482.92773734375,8327.449246153848,35695995.038461536
CyberShake_30,QMOEA/D-AWA-style,3,1,13868.265575411659,61783.27648508713,8327.449246153848,35301400.42307693
CyberShake_30,QMOEA/D-AWA-style,3,2,13666.064632028247,64651.21000693208,11111.252287692312,35280362.92307693
CyberShake_30,QMOEA/D-AWA-style,3,3,13462.581396899037,65624.83408112079,11111.252287692312,33769384.07692307
CyberShake_30,QMOEA/D-AWA-style,3,4,12316.05719433594,64800.04093966647,10994.607672307699,33615475.26153846
CyberShake_30,QMOEA/D-AWA-style,3,5,11943.614716923077,60870.878747025235,10994.607672307699,32735121.384615373
CyberShake_30,QMOEA/D-AWA-style,3,6,12670.361540769229,57980.01662621393,14289.01693846154,32474830.999999993
CyberShake_30,QMOEA/D-AWA-style,3,7,12670.361540769229,57980.01662621393,15129.25844153846,31739257.538461532
CyberShake_30,QMOEA/D-AWA-style,3,8,12670.361540769229,58166.76662621393,15585.467287692307,31288253.69230769
CyberShake_30,QMOEA/D-AWA-style,3,9,12670.361540769229,58166.76662621393,16851.320399999993,31238116.769230764
CyberShake_30,QMOEA/D-AWA-style,3,10,12670.361540769229,58166.76662621393,16871.750399999994,31238116.769230764
CyberShake_30,QMOEA/D-AWA-style,3,11,16428.68509692308,84770.63540147836,17453.941938461536,31238116.769230764
CyberShake_30,QMOEA/D-AWA-style,3,12,16428.68509692308,87121.81467153846,20184.050399999996,31189501.19230769
CyberShake_30,QMOEA/D-AWA-style,3,13,16427.92788538462,87121.81467153846,20149.710784615385,31189501.19230769
CyberShake_30,QMOEA/D-AWA-style,3,14,16427.92788538462,88980.12559230768,19207.249246153846,30842153.11538461
CyberShake_30,QMOEA/D-AWA-style,3,15,16427.92788538462,88980.12559230768,20171.090399999997,30842153.11538461
CyberShake_30,QMOEA/D-AWA-style,4,0,12182.582124999999,53894.68266748797,6920.953826153846,35141821.27769232
CyberShake_30,QMOEA/D-AWA-style,4,1,12615.924925180288,63505.94149517729,9307.64998,33898579.07692307
CyberShake_30,QMOEA/D-AWA-style,4,2,14662.070985384617,61581.01606520734,12717.634015384618,32833068.585384607
CyberShake_30,QMOEA/D-AWA-style,4,3,14771.766540567909,63144.354264882815,13998.695169230772,31927421.57692307
CyberShake_30,QMOEA/D-AWA-style,4,4,13312.507474615384,63144.354264882815,12670.09116923077,31927421.57692307
CyberShake_30,QMOEA/D-AWA-style,4,5,13881.188652334735,64731.93078691406,12670.09116923077,31407612.73076922
CyberShake_30,QMOEA/D-AWA-style,4,6,17025.300688461542,74754.16686222656,17633.535784615386,31407612.73076922
CyberShake_30,QMOEA/D-AWA-style,4,7,15992.272264615383,71632.74553310098,18433.057707692307,30933638.11538461
