benchmark,baseline,metric,adare_mean,adare_std,baseline_mean,baseline_std,gain_percent,scale
CyberShake_1000,NSGA-II,makespan_best,110796.78900000002,764.2250715824782,111426.46443876502,4078.5846644629796,0.5651040279672889,1000
CyberShake_1000,NSGA-II,latency_best,38302283.46953905,1619388.227216948,38328960.34804831,361005.2962852229,0.06959979677773621,1000
CyberShake_1000,NSGA-II,cost_best,476378.1984300007,1465.7268646832968,484727.31604769325,4389.753106344076,1.7224359637431863,1000
CyberShake_1000,NSGA-II,energy_best,1203479038.363462,11947539.77835425,1223191622.7930775,53239.915649034345,1.6115696071072747,1000
CyberShake_1000,MOEA/D,hv,0.49199754849417604,0.0054860637409503,0.4488610774935622,0.027801487286420384,9.610205287009439,1000
CyberShake_1000,MOEA/D,igd,0.11779495605734713,0.0024693461123802486,0.302394004284932,0.10791602509778049,61.045869167976505,1000
CyberShake_1000,MOEA/D,spacing,0.06656439496718919,0.004216592272767475,0.06656643210357771,0.016679250007597374,0.0030603058090180974,1000
CyberShake_1000,MOEA/D,epsilon,0.279633268400091,0.060825243543751746,0.4351592822419361,0.18396025634583793,35.740019847577805,1000
CyberShake_1000,MOEA/D,coverage,0.03333333333333333,0.04714045207910317,0.14090909090909093,0.05785419118799025,-76.34408602150539,1000
CyberShake_1000,MOEA/D,time,14.768220500000098,0.08154906943943847,18.10087674999977,0.8237384585998311,18.411573627226176,1000
CyberShake_1000,MOEA/D,makespan_best,110796.78900000002,764.2250715824782,138023.9182316406,13079.035412617286,19.726384803789053,1000
CyberShake_1000,MOEA/D,latency_best,38302283.46953905,1619388.227216948,41027202.954674274,353207.5406775479,6.641738380619423,1000
CyberShake_1000,MOEA/D,cost_best,476378.1984300007,1465.7268646832968,486410.4770838475,4565.798460678506,2.0625128623858684,1000
CyberShake_1000,MOEA/D,energy_best,1203479038.363462,11947539.77835425,1170864919.2423077,12579512.809383823,-2.785472396103525,1000
CyberShake_1000,QL-NSGA-III,hv,0.49199754849417604,0.0054860637409503,0.46699535379810575,0.06071972178947326,5.353842279741264,1000
CyberShake_1000,QL-NSGA-III,igd,0.11779495605734713,0.0024693461123802486,0.13135819520672418,0.022566569019375895,10.325384821275883,1000
CyberShake_1000,QL-NSGA-III,spacing,0.06656439496718919,0.004216592272767475,0.05700227326094877,0.004567452888757701,-16.774983100176215,1000
CyberShake_1000,QL-NSGA-III,epsilon,0.279633268400091,0.060825243543751746,0.30489488176453095,0.08801376963051918,8.285351731141679,1000
CyberShake_1000,QL-NSGA-III,coverage,0.16379015721120985,0.08470298250372006,0.2823232323232323,0.12785062003271921,-41.98488170336395,1000
CyberShake_1000,QL-NSGA-III,time,14.768220500000098,0.08154906943943847,14.953228800000034,0.4766004357006637,1.2372465002336848,1000
CyberShake_1000,QL-NSGA-III,makespan_best,110796.78900000002,764.2250715824782,109894.09983923825,170.92499255313754,-0.8214173118322982,1000
CyberShake_1000,QL-NSGA-III,latency_best,38302283.46953905,1619388.227216948,39604470.522701904,444026.2849372895,3.287979957758617,1000
CyberShake_1000,QL-NSGA-III,cost_best,476378.1984300007,1465.7268646832968,482204.2621192314,13.205483487059444,1.2082148887746946,1000
CyberShake_1000,QL-NSGA-III,energy_best,1203479038.363462,11947539.77835425,1209179112.6042309,13627858.300465247,0.4714003228597422,1000
Inspiral_1000,NSGA-III,hv,0.5564267930646962,0.035927678256990316,0.5576956442353536,0.03124899823781311,-0.22751677976560777,1000
Inspiral_1000,NSGA-III,igd,0.14690892696633367,0.02961422759630761,0.14421074593595518,0.02185693011946035,-1.8709985950539199,1000
Inspiral_1000,NSGA-III,spacing,0.06357651667531666,0.0014488623861986197,0.07014227123799002,0.009969794260573588,9.360624409203984,1000
Inspiral_1000,NSGA-III,epsilon,0.3288776790367762,0.0640761275837944,0.335951509027352,0.002673470969559966,2.105610423080385,1000
Inspiral_1000,NSGA-III,coverage,0.27287814129919397,0.18742185428320537,0.33096800107109386,0.3951618295183625,-17.55150334289322,1000
Inspiral_1000,NSGA-III,time,14.841901750000034,0.27893092705017225,14.555014900000515,0.16303435784710163,-1.9710515720565054,1000
Inspiral_1000,NSGA-III,makespan_best,1144019.3852230962,6579.253145996544,1163964.3716061385,7097.589948014329,1.7135392516800563,1000
Inspiral_1000,NSGA-III,latency_best,132286921.74238002,2313959.822089722,132478720.56492512,3016078.274621496,0.14477707946394272,1000
Inspiral_1000,NSGA-III,cost_best,4849251.362100771,47751.3568322197,4846708.285545385,25455.386323295523,-0.05247017987382522,1000
Inspiral_1000,NSGA-III,energy_best,12157450428.231148,92117578.11980942,12167619957.9973,3843454.343701142,0.08357862754800617,1000
Inspiral_1000,NSGA-II,hv,0.5564267930646962,0.035927678256990316,0.5182252704799645,0.029689656066726872,7.371605508421205,1000
Inspiral_1000,NSGA-II,igd,0.14690892696633367,0.02961422759630761,0.14381681449285139,0.0020542567321574523,-2.15003543527658,1000
Inspiral_1000,NSGA-II,spacing,0.06357651667531666,0.0014488623861986197,0.051327290360509766,0.00776213035617015,-23.86493857121906,1000
Inspiral_1000,NSGA-II,epsilon,0.3288776790367762,0.0640761275837944,0.4045574871946984,0.0006491964059909295,18.706811900257904,1000
Inspiral_1000,NSGA-II,coverage,0.3725315780110301,0.04251949689397851,0.32005623242736647,0.19019648191240782,16.395664344881137,1000
Inspiral_1000,NSGA-II,time,14.841901750000034,0.27893092705017225,14.69739269999991,0.35401046441650774,-0.9832291546522068,1000
Inspiral_1000,NSGA-II,makespan_best,1144019.3852230962,6579.253145996544,1102469.9874717304,54605.730033958615,-3.76875545126177,1000
Inspiral_1000,NSGA-II,latency_best,132286921.74238002,2313959.822089722,131536014.51080072,341788.84856288234,-0.5708757668932146,1000
Inspiral_1000,NSGA-II,cost_best,4849251.362100771,47751.3568322197,4878806.698953847,201137.21828302013,0.6057902818616322,1000
Inspiral_1000,NSGA-II,energy_best,12157450428.231148,92117578.11980942,12266249772.12038,933302.3529825829,0.886981317929133,1000
Inspiral_1000,MOEA/D,hv,0.5564267930646962,0.035927678256990316,0.48176029522023633,0.026652264763857764,15.498682349969533,1000
Inspiral_1000,MOEA/D,igd,0.14690892696633367,0.02961422759630761,0.23189048727992145,0.010865037308413218,36.647281788236604,1000
Inspiral_1000,MOEA/D,spacing,0.06357651667531666,0.0014488623861986197,0.10805412851388063,0.020168512652819333,41.16234377185354,1000
Inspiral_1000,MOEA/D,epsilon,0.3288776790367762,0.0640761275837944,0.31335237559902984,0.015786513333826763,-4.954582970072257,1000
Inspiral_1000,MOEA/D,coverage,0.041666666666666664,0.05892556509887896,0.010309278350515464,0.014579521261578299,304.16666666666663,1000
Inspiral_1000,MOEA/D,time,14.841901750000034,0.27893092705017225,16.840316999999686,0.04003836584961858,11.866850546813874,1000
Inspiral_1000,MOEA/D,makespan_best,1144019.3852230962,6579.253145996544,1304464.7040757122,46334.03140775552,12.299705645642646,1000
Inspiral_1000,MOEA/D,latency_best,132286921.74238002,2313959.822089722,137092707.34696615,2184266.519718063,3.505500546008785,1000
Inspiral_1000,MOEA/D,cost_best,4849251.362100771,47751.3568322197,5001042.024429232,130917.38600591259,3.0351807000819,1000
Inspiral_1000,MOEA/D,energy_best,12157450428.231148,92117578.11980942,11708467249.342308,33686974.88119105,-3.8346879171059745,1000
Inspiral_1000,QL-NSGA-III,hv,0.5564267930646962,0.035927678256990316,0.5988061768731285,0.04246355445342136,-7.077312400104284,1000
Inspiral_1000,QL-NSGA-III,igd,0.14690892696633367,0.02961422759630761,0.10865036249130533,0.020433308735666674,-35.21255115747079,1000
Inspiral_1000,QL-NSGA-III,spacing,0.06357651667531666,0.0014488623861986197,0.06671685052774086,0.00483511945767353,4.70695757905785,1000
Inspiral_1000,QL-NSGA-III,epsilon,0.3288776790367762,0.0640761275837944,0.27796131506155913,0.039600491016804476,-18.31778784178684,1000
Inspiral_1000,QL-NSGA-III,coverage,0.20144144144144144,0.02089468686749438,0.3446913910831437,0.2104563361330426,-41.55889974262474,1000
Inspiral_1000,QL-NSGA-III,time,14.841901750000034,0.27893092705017225,14.70470424999985,0.2324626978183137,-0.9330177449858288,1000
Inspiral_1000,QL-NSGA-III,makespan_best,1144019.3852230962,6579.253145996544,1137734.511072752,21462.77818941997,-0.5524025235393679,1000
Inspiral_1000,QL-NSGA-III,latency_best,132286921.74238002,2313959.822089722,135309895.72284263,435853.3413317432,2.234111529177892,1000
Inspiral_1000,QL-NSGA-III,cost_best,4849251.362100771,47751.3568322197,4728217.99358923,34868.23370821081,-2.5598093970211253,1000
Inspiral_1000,QL-NSGA-III,energy_best,12157450428.231148,92117578.11980942,12084251683.036533,56930739.4560138,-0.6057366820435257,1000
Montage_1000,NSGA-III,hv,0.5590819644035384,0.00619466606863007,0.5285735807274963,0.03317602620160638,5.771832870279341,1000
Montage_1000,NSGA-III,igd,0.11016658938482837,0.009166160132851457,0.11638206696936747,0.00533781876068816,5.340580165305923,1000
Montage_1000,NSGA-III,spacing,0.06348206613147349,0.012050858999997133,0.06691506236129825,0.01695894492136498,5.130378884336675,1000
Montage_1000,NSGA-III,epsilon,0.30827928278718847,0.028229104314052567,0.2706152248864603,0.011425762614601048,-13.917937513135328,1000
Montage_1000,NSGA-III,coverage,0.22655426765015807,0.2235321752960635,0.2356864168405771,0.1747075369903792,-3.8747032233920313,1000
Montage_1000,NSGA-III,time,14.592265650000172,0.19805502326729627,14.630252000000382,0.055347227662725096,0.25964248599551965,1000
Montage_1000,NSGA-III,makespan_best,71596.07472073317,154.70999317087876,72842.83295708234,529.8731852609496,1.7115729657078749,1000
Montage_1000,NSGA-III,latency_best,11255601.550903995,317917.5231477803,11617239.786482707,99147.43318124136,3.112944573972708,1000
Montage_1000,NSGA-III,cost_best,252823.83760076904,114.99621557812691,250017.55081923053,3982.9988519785456,-1.1224359139361109,1000
Montage_1000,NSGA-III,energy_best,618181162.624616,1850472.720732857,615712210.3361545,748980.9735608019,-0.40099128245542115,1000
Montage_1000,NSGA-II,hv,0.5590819644035384,0.00619466606863007,0.49895993436619357,0.030953825922188927,12.049470487788797,1000
Montage_1000,NSGA-II,igd,0.11016658938482837,0.009166160132851457,0.13395608228744033,0.0027203169884588915,17.759173377110958,1000
Montage_1000,NSGA-II,spacing,0.06348206613147349,0.012050858999997133,0.051629979530713736,0.0023079055320800322,-22.95582277678255,1000
Montage_1000,NSGA-II,epsilon,0.30827928278718847,0.028229104314052567,0.2821833081227449,0.033372019727481876,-9.247880336384842,1000
Montage_1000,NSGA-II,coverage,0.44439102564102567,0.15116673815750872,0.10139733236548408,0.10374663507654908,338.2669792921471,1000
Montage_1000,NSGA-II,time,14.592265650000172,0.19805502326729627,14.761775199999647,0.36898132918825655,1.1483005783713536,1000
Montage_1000,NSGA-II,makespan_best,71596.07472073317,154.70999317087876,71800.82630440805,956.5648546441024,0.2851660547843983,1000
Montage_1000,NSGA-II,latency_best,11255601.550903995,317917.5231477803,11346137.623476565,37477.148698707686,0.7979461873020115,1000
Montage_1000,NSGA-II,cost_best,252823.83760076904,114.99621557812691,254898.1478023075,537.7720790743012,0.8137800213233588,1000
Montage_1000,NSGA-II,energy_best,618181162.624616,1850472.720732857,616251553.8761544,2497266.6908603073,-0.3131203055512928,1000
Montage_1000,MOEA/D,hv,0.5590819644035384,0.00619466606863007,0.4538526657548726,0.06868447588205198,23.185783975432354,1000
Montage_1000,MOEA/D,igd,0.11016658938482837,0.009166160132851457,0.25126652572615843,0.004146741711053021,56.155485070505215,1000
Montage_1000,MOEA/D,spacing,0.06348206613147349,0.012050858999997133,0.06756005069400094,0.013964192719017382,6.036088665767618,1000
Montage_1000,MOEA/D,epsilon,0.30827928278718847,0.028229104314052567,0.4162639181742497,0.05080125680069877,25.941387344040333,1000
Montage_1000,MOEA/D,coverage,0.0,0.0,0.07281553398058252,0.10297671570677876,-100.0,1000
Montage_1000,MOEA/D,time,14.592265650000172,0.19805502326729627,17.68251149999969,0.19044379658542263,17.476283558472865,1000
Montage_1000,MOEA/D,makespan_best,71596.07472073317,154.70999317087876,83060.0632737515,116.34519265671392,13.802046496443198,1000
Montage_1000,MOEA/D,latency_best,11255601.550903995,317917.5231477803,11558876.420347525,356903.68375048076,2.6237400454395727,1000
Montage_1000,MOEA/D,cost_best,252823.83760076904,114.99621557812691,253572.4808838459,6708.572365235014,0.2952383793649149,1000
Montage_1000,MOEA/D,energy_best,618181162.624616,1850472.720732857,600376267.7907693,3398937.923608138,-2.9656226918102764,1000
Montage_1000,QL-NSGA-III,hv,0.5590819644035384,0.00619466606863007,0.5378725762284401,0.029313688955664146,3.9431993956298066,1000
Montage_1000,QL-NSGA-III,igd,0.11016658938482837,0.009166160132851457,0.12436667905727945,0.0013209097575085393,11.417921407960856,1000
Montage_1000,QL-NSGA-III,spacing,0.06348206613147349,0.012050858999997133,0.05393953365435267,0.001859503743601764,-17.691166071753354,1000
Montage_1000,QL-NSGA-III,epsilon,0.30827928278718847,0.028229104314052567,0.2953132879311393,0.028620611505221206,-4.390589718086965,1000
Montage_1000,QL-NSGA-III,coverage,0.306390977443609,0.17278925104182552,0.1884130296706288,0.2003715159827228,62.61666084305391,1000
Montage_1000,QL-NSGA-III,time,14.592265650000172,0.19805502326729627,15.010798799999975,0.38953862037403914,2.7882137091851735,1000
Montage_1000,QL-NSGA-III,makespan_best,71596.07472073317,154.70999317087876,71206.82533418572,85.16039663809805,-0.5466461743247786,1000
Montage_1000,QL-NSGA-III,latency_best,11255601.550903995,317917.5231477803,11323895.403057136,98351.37271418676,0.6030950456739791,1000
Montage_1000,QL-NSGA-III,cost_best,252823.83760076904,114.99621557812691,256018.73847923055,4210.262397063574,1.247916811651933,1000
Montage_1000,QL-NSGA-III,energy_best,618181162.624616,1850472.720732857,617331216.4303849,1876136.7789746094,-0.13768074116611584,1000
Sipht_1000,NSGA-III,hv,0.5761746958867903,0.025016226196659934,0.6022805968318966,0.03386646166075726,-4.334508048645106,1000
Sipht_1000,NSGA-III,igd,0.0970693584267005,0.0007436198467817733,0.10073054218368607,0.013861563993038489,3.6346312425374006,1000
Sipht_1000,NSGA-III,spacing,0.06047113129478848,0.02437587146365584,0.06963089296549267,0.00584542475864873,13.154738192490994,1000
Sipht_1000,NSGA-III,epsilon,0.2481418384440889,0.03673141536184586,0.2761061934029986,0.0027615592342824687,10.128115785542525,1000
Sipht_1000,NSGA-III,coverage,0.1798959746720941,0.10441897967318307,0.38522395326192793,0.028057060694597687,-53.3009375069218,1000
Sipht_1000,NSGA-III,time,14.422314649999407,0.09905286141152486,14.435411799999656,0.05734423863340294,0.0907293133144225,1000
Sipht_1000,NSGA-III,makespan_best,954031.4041522406,60426.129800343784,918432.2814165042,33090.14497027273,-3.876074856692936,1000
Sipht_1000,NSGA-III,latency_best,188917813.6884822,2358398.7527685966,191038964.17005512,5763977.725484867,1.1103234833731428,1000
Sipht_1000,NSGA-III,cost_best,2883260.5142930746,98878.30388815516,2579990.076888458,127250.91291969089,-11.754713327051613,1000
Sipht_1000,NSGA-III,energy_best,8676951714.916521,88404821.85527644,8744256059.006895,6646494.553627407,0.7696977722998873,1000
Sipht_1000,NSGA-II,hv,0.5761746958867903,0.025016226196659934,0.5702893103751587,0.023057978458135873,1.0319999699380473,1000
Sipht_1000,NSGA-II,igd,0.0970693584267005,0.0007436198467817733,0.10008085135495487,0.008372822448684897,3.0090600624224924,1000
Sipht_1000,NSGA-II,spacing,0.06047113129478848,0.02437587146365584,0.05460324700482207,0.013722477237635058,-10.746401746856222,1000
Sipht_1000,NSGA-II,epsilon,0.2481418384440889,0.03673141536184586,0.23051311938168856,0.020556153656648906,-7.647599021559523,1000
Sipht_1000,NSGA-II,coverage,0.28693693693693695,0.348457125503641,0.23661148977604674,0.20930911536583297,21.26923219515813,1000
Sipht_1000,NSGA-II,time,14.422314649999407,0.09905286141152486,14.448450400000183,0.16834586114453248,0.18088964059963025,1000
Sipht_1000,NSGA-II,makespan_best,954031.4041522406,60426.129800343784,972797.5429345209,25087.611384621636,1.9290898623850055,1000
Sipht_1000,NSGA-II,latency_best,188917813.6884822,2358398.7527685966,185705800.05468142,2166292.8408489823,-1.729624832856589,1000
Sipht_1000,NSGA-II,cost_best,2883260.5142930746,98878.30388815516,2863011.0356153804,66671.37726753906,-0.707279099723825,1000
Sipht_1000,NSGA-II,energy_best,8676951714.916521,88404821.85527644,8617652597.281523,73332822.67373602,-0.6881121856049813,1000
Sipht_1000,MOEA/D,hv,0.5761746958867903,0.025016226196659934,0.4565813495191732,0.02193776852161476,26.193217592781902,1000
Sipht_1000,MOEA/D,igd,0.0970693584267005,0.0007436198467817733,0.2311997745751527,0.007572652026427814,58.01494244314343,1000
Sipht_1000,MOEA/D,spacing,0.06047113129478848,0.02437587146365584,0.09274097450867566,0.04282572637799108,34.79566975098846,1000
Sipht_1000,MOEA/D,epsilon,0.2481418384440889,0.03673141536184586,0.30484631604588164,0.059695799548345946,18.601004708634328,1000
Sipht_1000,MOEA/D,coverage,0.0,0.0,0.02403846153846154,0.03399551832627632,-100.0,1000
Sipht_1000,MOEA/D,time,14.422314649999407,0.09905286141152486,16.46130785000014,0.12087757079214695,12.38658081472375,1000
Sipht_1000,MOEA/D,makespan_best,954031.4041522406,60426.129800343784,1161005.9760733126,211676.522241362,17.827175413953462,1000
Sipht_1000,MOEA/D,latency_best,188917813.6884822,2358398.7527685966,190036670.70649076,3558799.158462406,0.5887584821650662,1000
Sipht_1000,MOEA/D,cost_best,2883260.5142930746,98878.30388815516,3196393.51655692,134495.22468329367,9.796447172159981,1000
Sipht_1000,MOEA/D,energy_best,8676951714.916521,88404821.85527644,8080553091.30383,1169268.8133139592,-7.3806658637578435,1000
Sipht_1000,QL-NSGA-III,hv,0.5761746958867903,0.025016226196659934,0.5889572034256436,0.033858548234560484,-2.170362713029819,1000
Sipht_1000,QL-NSGA-III,igd,0.0970693584267005,0.0007436198467817733,0.09868902148397529,0.006251769281371417,1.6411785555476233,1000
Sipht_1000,QL-NSGA-III,spacing,0.06047113129478848,0.02437587146365584,0.0558532080587681,0.005693252397739735,-8.267964180609741,1000
Sipht_1000,QL-NSGA-III,epsilon,0.2481418384440889,0.03673141536184586,0.2611528970554077,0.02606780677784869,4.9821613154681055,1000
Sipht_1000,QL-NSGA-III,coverage,0.26216216216216215,0.08791057279616538,0.2199367088607595,0.04251591405868481,19.198911141357176,1000
Sipht_1000,QL-NSGA-III,time,14.422314649999407,0.09905286141152486,14.561656250000397,0.1672168237477,0.9569076319940287,1000
Sipht_1000,QL-NSGA-III,makespan_best,954031.4041522406,60426.129800343784,910273.3261402128,45516.733823984185,-4.807136137622861,1000
Sipht_1000,QL-NSGA-III,latency_best,188917813.6884822,2358398.7527685966,189013223.26154327,1324064.3951246922,0.05047772394688899,1000
Sipht_1000,QL-NSGA-III,cost_best,2883260.5142930746,98878.30388815516,2928296.9732684596,73432.40835969396,1.5379744399734454,1000
Sipht_1000,QL-NSGA-III,energy_best,8676951714.916521,88404821.85527644,8708266607.287289,62739749.92935514,0.3595996055582696,1000
Montage_3000_wfcommons,NSGA-III,hv,0.5437323808205474,0.0,0.4889472316555848,0.0,11.20471609573472,3000
Montage_3000_wfcommons,NSGA-III,igd,0.08482124928538716,0.0,0.11430227488563455,0.0,25.7921599808444,3000
Montage_3000_wfcommons,NSGA-III,spacing,0.09558821061091329,0.0,0.08155751228717806,0.0,-17.203440774812652,3000
Montage_3000_wfcommons,NSGA-III,epsilon,0.18215263567221185,0.0,0.23638223289781796,0.0,22.941486151815894,3000
Montage_3000_wfcommons,NSGA-III,coverage,0.38596491228070173,0.0,0.18309859154929578,0.0,110.79622132253711,3000
Montage_3000_wfcommons,NSGA-III,time,14.580469800000174,0.0,15.032616599999528,0.0,3.007771780724913,3000
Montage_3000_wfcommons,NSGA-III,makespan_best,2016926.3164777178,0.0,2046093.6560537627,0.0,1.4255134162479621,3000
Montage_3000_wfcommons,NSGA-III,latency_best,1593774912.9338477,0.0,1629169886.5163257,0.0,2.1725772048342704,3000
Montage_3000_wfcommons,NSGA-III,cost_best,8897102.829438485,0.0,9152908.08309234,0.0,2.7947975805240417,3000
Montage_3000_wfcommons,NSGA-III,energy_best,22184085190.1053,0.0,22309832126.37455,0.0,0.5636390966859481,3000
Montage_3000_wfcommons,NSGA-II,hv,0.5437323808205474,0.0,0.4639782213212964,0.0,17.189203250129005,3000
Montage_3000_wfcommons,NSGA-II,igd,0.08482124928538716,0.0,0.11286525433419398,0.0,24.84733252429355,3000
Montage_3000_wfcommons,NSGA-II,spacing,0.09558821061091329,0.0,0.10488294716338308,0.0,8.862009319771275,3000
Montage_3000_wfcommons,NSGA-II,epsilon,0.18215263567221185,0.0,0.24106233313951742,0.0,24.437537254404216,3000
Montage_3000_wfcommons,NSGA-II,coverage,0.5084745762711864,0.0,0.07042253521126761,0.0,622.0338983050847,3000
Montage_3000_wfcommons,NSGA-II,time,14.580469800000174,0.0,14.657893999999942,0.0,0.5282082132656217,3000
Montage_3000_wfcommons,NSGA-II,makespan_best,2016926.3164777178,0.0,1942700.140512201,0.0,-3.8207736962404706,3000
Montage_3000_wfcommons,NSGA-II,latency_best,1593774912.9338477,0.0,1577396965.6896312,0.0,-1.0382895111666501,3000
Montage_3000_wfcommons,NSGA-II,cost_best,8897102.829438485,0.0,9018114.8385954,0.0,1.3418770033733838,3000
Montage_3000_wfcommons,NSGA-II,energy_best,22184085190.1053,0.0,22266950800.1053,0.0,0.37214619434829904,3000
Montage_3000_wfcommons,MOEA/D,hv,0.5437323808205474,0.0,0.2932950614444994,0.0,85.3874995857844,3000
Montage_3000_wfcommons,MOEA/D,igd,0.08482124928538716,0.0,0.3392663236324325,0.0,74.99862397858146,3000
Montage_3000_wfcommons,MOEA/D,spacing,0.09558821061091329,0.0,0.29876323721652537,0.0,68.00536387894446,3000
Montage_3000_wfcommons,MOEA/D,epsilon,0.18215263567221185,0.0,0.4957219344407669,0.0,63.25507849925954,3000
Montage_3000_wfcommons,MOEA/D,coverage,0.25,0.0,0.0,0.0,0.0,3000
Montage_3000_wfcommons,MOEA/D,time,14.580469800000174,0.0,19.119123299999956,0.0,23.738815994767883,3000
Montage_3000_wfcommons,MOEA/D,makespan_best,2016926.3164777178,0.0,2481494.0587311946,0.0,18.721291740307993,3000
Montage_3000_wfcommons,MOEA/D,latency_best,1593774912.9338477,0.0,1687701721.5015378,0.0,5.565367823653343,3000
Montage_3000_wfcommons,MOEA/D,cost_best,8897102.829438485,0.0,9392327.97389996,0.0,5.272656000063463,3000
Montage_3000_wfcommons,MOEA/D,energy_best,22184085190.1053,0.0,21839970391.91303,0.0,-1.5756193438782868,3000
Montage_3000_wfcommons,QL-NSGA-III,hv,0.5437323808205474,0.0,0.5175675497970759,0.0,5.055346115445235,3000
Montage_3000_wfcommons,QL-NSGA-III,igd,0.08482124928538716,0.0,0.11238829215248874,0.0,24.52839378473564,3000
Montage_3000_wfcommons,QL-NSGA-III,spacing,0.09558821061091329,0.0,0.09181418331027187,0.0,-4.110505767815491,3000
Montage_3000_wfcommons,QL-NSGA-III,epsilon,0.18215263567221185,0.0,0.23323640912061752,0.0,21.902143683745297,3000
Montage_3000_wfcommons,QL-NSGA-III,coverage,0.22807017543859648,0.0,0.2112676056338028,0.0,7.953216374269003,3000
Montage_3000_wfcommons,QL-NSGA-III,time,14.580469800000174,0.0,14.674992100000054,0.0,0.6441046056841158,3000
Montage_3000_wfcommons,QL-NSGA-III,makespan_best,2016926.3164777178,0.0,1986254.3915299957,0.0,-1.5442092955724458,3000
Montage_3000_wfcommons,QL-NSGA-III,latency_best,1593774912.9338477,0.0,1648706677.548447,0.0,3.3318094335785857,3000
Montage_3000_wfcommons,QL-NSGA-III,cost_best,8897102.829438485,0.0,9238136.966746146,0.0,3.691589965977519,3000
Montage_3000_wfcommons,QL-NSGA-III,energy_best,22184085190.1053,0.0,22303579108.970722,0.0,0.5357611811162616,3000
Epigenomics_3000_wfcommons,NSGA-III,hv,0.663163553205889,0.0,0.660920644690218,0.0,0.3393612430917896,3000
Epigenomics_3000_wfcommons,NSGA-III,igd,0.12248936830664403,0.0,0.1408132500686869,0.0,13.012895983229352,3000
Epigenomics_3000_wfcommons,NSGA-III,spacing,0.09005827334884668,0.0,0.051664230205979475,0.0,-74.31455571832673,3000
Epigenomics_3000_wfcommons,NSGA-III,epsilon,0.14080509266803332,0.0,0.1518377586413495,0.0,7.266088535577002,3000
Epigenomics_3000_wfcommons,NSGA-III,coverage,0.24,0.0,0.45454545454545453,0.0,-47.199999999999996,3000
Epigenomics_3000_wfcommons,NSGA-III,time,14.318172100000083,0.0,14.577635900000132,0.0,1.7798757067327104,3000
Epigenomics_3000_wfcommons,NSGA-III,makespan_best,363687.05365262594,0.0,351021.26050747826,0.0,-3.60826951815867,3000
Epigenomics_3000_wfcommons,NSGA-III,latency_best,143168263.81911412,0.0,148220058.999267,0.0,3.4083073601919667,3000
Epigenomics_3000_wfcommons,NSGA-III,cost_best,1457075.6444292236,0.0,1460146.116053839,0.0,0.2102852304201968,3000
Epigenomics_3000_wfcommons,NSGA-III,energy_best,3621280498.6123075,0.0,3641559052.284617,0.0,0.5568646115895656,3000
Epigenomics_3000_wfcommons,NSGA-II,hv,0.663163553205889,0.0,0.6823853733695064,0.0,-2.816857001008568,3000
Epigenomics_3000_wfcommons,NSGA-II,igd,0.12248936830664403,0.0,0.12780721738126655,0.0,4.16083628419719,3000
Epigenomics_3000_wfcommons,NSGA-II,spacing,0.09005827334884668,0.0,0.07185242307263263,0.0,-25.337837608914743,3000
Epigenomics_3000_wfcommons,NSGA-II,epsilon,0.14080509266803332,0.0,0.1509949687301604,0.0,6.748487150149477,3000
Epigenomics_3000_wfcommons,NSGA-II,coverage,0.46551724137931033,0.0,0.16363636363636364,0.0,184.48275862068965,3000
Epigenomics_3000_wfcommons,NSGA-II,time,14.318172100000083,0.0,14.518950900000164,0.0,1.3828740201888678,3000
Epigenomics_3000_wfcommons,NSGA-II,makespan_best,363687.05365262594,0.0,366988.59846419515,0.0,0.8996314396103301,3000
Epigenomics_3000_wfcommons,NSGA-II,latency_best,143168263.81911412,0.0,153057778.2894288,0.0,6.461294931129754,3000
Epigenomics_3000_wfcommons,NSGA-II,cost_best,1457075.6444292236,0.0,1469355.5028999972,0.0,0.8357309341774257,3000
Epigenomics_3000_wfcommons,NSGA-II,energy_best,3621280498.6123075,0.0,3616349270.5699987,0.0,-0.13635928593621602,3000
Epigenomics_3000_wfcommons,MOEA/D,hv,0.663163553205889,0.0,0.45475595212548814,0.0,45.82844932679224,3000
Epigenomics_3000_wfcommons,MOEA/D,igd,0.12248936830664403,0.0,0.24367441652669883,0.0,49.732364171589936,3000
Epigenomics_3000_wfcommons,MOEA/D,spacing,0.09005827334884668,0.0,0.09715497964217294,0.0,7.304521414613861,3000
Epigenomics_3000_wfcommons,MOEA/D,epsilon,0.14080509266803332,0.0,0.3726830338991864,0.0,62.2185396542301,3000
Epigenomics_3000_wfcommons,MOEA/D,coverage,0.16,0.0,0.03636363636363636,0.0,340.00000000000006,3000
Epigenomics_3000_wfcommons,MOEA/D,time,14.318172100000083,0.0,17.89670490000026,0.0,19.995484196647414,3000
Epigenomics_3000_wfcommons,MOEA/D,makespan_best,363687.05365262594,0.0,419451.66971954005,0.0,13.29464634249764,3000
Epigenomics_3000_wfcommons,MOEA/D,latency_best,143168263.81911412,0.0,158260761.28271812,0.0,9.536474702432816,3000
Epigenomics_3000_wfcommons,MOEA/D,cost_best,1457075.6444292236,0.0,1523150.8911399918,0.0,4.338063096382699,3000
Epigenomics_3000_wfcommons,MOEA/D,energy_best,3621280498.6123075,0.0,3589146647.1915426,0.0,-0.8953061710618376,3000
