benchmark,baseline,metric,adare_mean,adare_std,baseline_mean,baseline_std,gain_percent,scale
Epigenomics_3000_wfcommons,QL-NSGA-III,hv,0.663163553205889,0.0,0.6989023465213935,0.0,-5.113560355518205,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,igd,0.12248936830664403,0.0,0.1138618026657522,0.0,-7.577225583032915,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,spacing,0.09005827334884668,0.0,0.07019320531227938,0.0,-28.300556938795573,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,epsilon,0.14080509266803332,0.0,0.15157991968677964,0.0,7.108347227661234,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,coverage,0.24074074074074073,0.0,0.36363636363636365,0.0,-33.796296296296305,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,time,14.318172100000083,0.0,14.712495300000228,0.0,2.6801925299519946,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,makespan_best,363687.05365262594,0.0,355648.64631499315,0.0,-2.260210300509138,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,latency_best,143168263.81911412,0.0,148199735.47780347,0.0,3.395061160175239,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,cost_best,1457075.6444292236,0.0,1438529.5147461426,0.0,-1.2892422083083848,3000
Epigenomics_3000_wfcommons,QL-NSGA-III,energy_best,3621280498.6123075,0.0,3638751506.9784527,0.0,0.48013744089528976,3000
Seismology_3000_wfcommons,NSGA-III,hv,0.5087445334280941,0.0,0.4421216981857321,0.0,15.068890650640324,3000
Seismology_3000_wfcommons,NSGA-III,igd,0.088803836929652,0.0,0.10601557001325232,0.0,16.235099317438735,3000
Seismology_3000_wfcommons,NSGA-III,spacing,0.054228338208430024,0.0,0.06798309391242922,0.0,20.2326121281227,3000
Seismology_3000_wfcommons,NSGA-III,epsilon,0.25035176229154693,0.0,0.3169414407904911,0.0,21.01008890880955,3000
Seismology_3000_wfcommons,NSGA-III,coverage,0.10344827586206896,0.0,0.09302325581395349,0.0,11.206896551724139,3000
Seismology_3000_wfcommons,NSGA-III,time,14.121238599999742,0.0,14.510600600000544,0.0,2.683293481324176,3000
Seismology_3000_wfcommons,NSGA-III,makespan_best,31032.44161030339,0.0,30830.099518945397,0.0,-0.6563134550819492,3000
Seismology_3000_wfcommons,NSGA-III,latency_best,38530923.401902564,0.0,38456336.525704674,0.0,-0.1939521102017471,3000
Seismology_3000_wfcommons,NSGA-III,cost_best,150765.4314184613,0.0,151757.2126169228,0.0,0.6535315069110034,3000
Seismology_3000_wfcommons,NSGA-III,energy_best,358933580.1707729,0.0,360118892.0161574,0.0,0.32914458854085815,3000
Seismology_3000_wfcommons,NSGA-II,hv,0.5087445334280941,0.0,0.4155171547131345,0.0,22.436469266671338,3000
Seismology_3000_wfcommons,NSGA-II,igd,0.088803836929652,0.0,0.10928141165911459,0.0,18.73838781781024,3000
Seismology_3000_wfcommons,NSGA-II,spacing,0.054228338208430024,0.0,0.0663501427777918,0.0,18.269447603086537,3000
Seismology_3000_wfcommons,NSGA-II,epsilon,0.25035176229154693,0.0,0.31167534306993244,0.0,19.675467483042436,3000
Seismology_3000_wfcommons,NSGA-II,coverage,0.31666666666666665,0.0,0.03488372093023256,0.0,807.7777777777777,3000
Seismology_3000_wfcommons,NSGA-II,time,14.121238599999742,0.0,14.4564677999997,0.0,2.3188873287565093,3000
Seismology_3000_wfcommons,NSGA-II,makespan_best,31032.44161030339,0.0,30642.824519287184,0.0,-1.2714790399657014,3000
Seismology_3000_wfcommons,NSGA-II,latency_best,38530923.401902564,0.0,38440197.01439437,0.0,-0.23601956949965067,3000
Seismology_3000_wfcommons,NSGA-II,cost_best,150765.4314184613,0.0,149564.40944769184,0.0,-0.8030132136412373,3000
Seismology_3000_wfcommons,NSGA-II,energy_best,358933580.1707729,0.0,360157695.92923427,0.0,0.33988327121624995,3000
Seismology_3000_wfcommons,MOEA/D,hv,0.5087445334280941,0.0,0.45269839138914925,0.0,12.38045972881896,3000
Seismology_3000_wfcommons,MOEA/D,igd,0.088803836929652,0.0,0.24628248086914448,0.0,63.94228423546069,3000
Seismology_3000_wfcommons,MOEA/D,spacing,0.054228338208430024,0.0,0.2560931690774357,0.0,78.82476193965454,3000
Seismology_3000_wfcommons,MOEA/D,epsilon,0.25035176229154693,0.0,0.2975268690804778,0.0,15.855746721204708,3000
Seismology_3000_wfcommons,MOEA/D,coverage,0.0,0.0,0.011627906976744186,0.0,-100.0,3000
Seismology_3000_wfcommons,MOEA/D,time,14.121238599999742,0.0,17.089521599999898,0.0,17.3690233669278,3000
Seismology_3000_wfcommons,MOEA/D,makespan_best,31032.44161030339,0.0,33953.92152539073,0.0,8.604248887430156,3000
Seismology_3000_wfcommons,MOEA/D,latency_best,38530923.401902564,0.0,38806801.79710973,0.0,0.7109021677424437,3000
Seismology_3000_wfcommons,MOEA/D,cost_best,150765.4314184613,0.0,151829.39649999983,0.0,0.7007635583525096,3000
Seismology_3000_wfcommons,MOEA/D,energy_best,358933580.1707729,0.0,354379006.58000296,0.0,-1.2852266940766783,3000
Seismology_3000_wfcommons,QL-NSGA-III,hv,0.5087445334280941,0.0,0.5062033395915856,0.0,0.5020104842766959,3000
Seismology_3000_wfcommons,QL-NSGA-III,igd,0.088803836929652,0.0,0.09448418396652514,0.0,6.0119554388971865,3000
Seismology_3000_wfcommons,QL-NSGA-III,spacing,0.054228338208430024,0.0,0.07783174465536297,0.0,30.32619473127352,3000
Seismology_3000_wfcommons,QL-NSGA-III,epsilon,0.25035176229154693,0.0,0.2879108523316108,0.0,13.04538878472144,3000
Seismology_3000_wfcommons,QL-NSGA-III,coverage,0.034482758620689655,0.0,0.26744186046511625,0.0,-87.10644677661169,3000
Seismology_3000_wfcommons,QL-NSGA-III,time,14.121238599999742,0.0,14.478754700000536,0.0,2.469246198368017,3000
Seismology_3000_wfcommons,QL-NSGA-III,makespan_best,31032.44161030339,0.0,30840.20349571057,0.0,-0.6233360769476014,3000
Seismology_3000_wfcommons,QL-NSGA-III,latency_best,38530923.401902564,0.0,38392193.54597374,0.0,-0.3613491262558302,3000
Seismology_3000_wfcommons,QL-NSGA-III,cost_best,150765.4314184613,0.0,151753.15070153837,0.0,0.6508723400542005,3000
Seismology_3000_wfcommons,QL-NSGA-III,energy_best,358933580.1707729,0.0,358940946.12846464,0.0,0.0020521363670481883,3000
Soykb_3000_wfcommons,NSGA-III,hv,0.4385132463730929,0.0,0.4441164498481012,0.0,-1.2616518656142428,3000
Soykb_3000_wfcommons,NSGA-III,igd,0.12399187367072217,0.0,0.11701934576695203,0.0,-5.9584403399897425,3000
Soykb_3000_wfcommons,NSGA-III,spacing,0.08984855302587488,0.0,0.06442553667536509,0.0,-39.46108587129705,3000
Soykb_3000_wfcommons,NSGA-III,epsilon,0.2697440957390546,0.0,0.2890563972210146,0.0,6.681153459196295,3000
Soykb_3000_wfcommons,NSGA-III,coverage,0.2413793103448276,0.0,0.2878787878787879,0.0,-16.152450090744104,3000
Soykb_3000_wfcommons,NSGA-III,time,14.540028399999755,0.0,14.820044100000814,0.0,1.889439046952925,3000
Soykb_3000_wfcommons,NSGA-III,makespan_best,3840574.9038797175,0.0,3826931.297359351,0.0,-0.3565155854713335,3000
Soykb_3000_wfcommons,NSGA-III,latency_best,3012243919.028312,0.0,2981010366.0286837,0.0,-1.047750566571764,3000
Soykb_3000_wfcommons,NSGA-III,cost_best,18065971.044180132,0.0,18220514.793878578,0.0,0.8481854187257443,3000
Soykb_3000_wfcommons,NSGA-III,energy_best,42844679735.93189,0.0,43011262312.84955,0.0,0.3872999023046335,3000
Soykb_3000_wfcommons,NSGA-II,hv,0.4385132463730929,0.0,0.3628038791959779,0.0,20.867849413544622,3000
Soykb_3000_wfcommons,NSGA-II,igd,0.12399187367072217,0.0,0.17086419995863222,0.0,27.43250271224649,3000
Soykb_3000_wfcommons,NSGA-II,spacing,0.08984855302587488,0.0,0.08993024744730693,0.0,0.09084198448349275,3000
Soykb_3000_wfcommons,NSGA-II,epsilon,0.2697440957390546,0.0,0.3565600719136493,0.0,24.348204696239666,3000
Soykb_3000_wfcommons,NSGA-II,coverage,0.5689655172413793,0.0,0.045454545454545456,0.0,1151.7241379310344,3000
Soykb_3000_wfcommons,NSGA-II,time,14.540028399999755,0.0,15.022493000000395,0.0,3.2116147433094286,3000
Soykb_3000_wfcommons,NSGA-II,makespan_best,3840574.9038797175,0.0,3898020.8664951655,0.0,1.4737212699197155,3000
Soykb_3000_wfcommons,NSGA-II,latency_best,3012243919.028312,0.0,2965908580.059654,0.0,-1.5622645714766439,3000
Soykb_3000_wfcommons,NSGA-II,cost_best,18065971.044180132,0.0,18051177.150541697,0.0,-0.08195528477206154,3000
Soykb_3000_wfcommons,NSGA-II,energy_best,42844679735.93189,0.0,43075917372.33567,0.0,0.5368141887844834,3000
Soykb_3000_wfcommons,MOEA/D,hv,0.4385132463730929,0.0,0.3971843800286024,0.0,10.405461146662994,3000
Soykb_3000_wfcommons,MOEA/D,igd,0.12399187367072217,0.0,0.3319344126081294,0.0,62.64567066232364,3000
Soykb_3000_wfcommons,MOEA/D,spacing,0.08984855302587488,0.0,0.07034580995713353,0.0,-27.724100526563973,3000
Soykb_3000_wfcommons,MOEA/D,epsilon,0.2697440957390546,0.0,0.4511906487007572,0.0,40.21505177117339,3000
Soykb_3000_wfcommons,MOEA/D,coverage,0.0,0.0,0.21212121212121213,0.0,-100.0,3000
Soykb_3000_wfcommons,MOEA/D,time,14.540028399999755,0.0,20.202770599999894,0.0,28.029532741416013,3000
Soykb_3000_wfcommons,MOEA/D,makespan_best,3840574.9038797175,0.0,4279288.800067527,0.0,10.252028238451372,3000
Soykb_3000_wfcommons,MOEA/D,latency_best,3012243919.028312,0.0,3013311438.371815,0.0,0.03542678429813455,3000
Soykb_3000_wfcommons,MOEA/D,cost_best,18065971.044180132,0.0,17890575.569144785,0.0,-0.9803791630820705,3000
Soykb_3000_wfcommons,MOEA/D,energy_best,42844679735.93189,0.0,42434301893.788765,0.0,-0.9670898867861325,3000
Soykb_3000_wfcommons,QL-NSGA-III,hv,0.4385132463730929,0.0,0.4782058167153009,0.0,-8.300311070000824,3000
Soykb_3000_wfcommons,QL-NSGA-III,igd,0.12399187367072217,0.0,0.12308771393600085,0.0,-0.7345653809050696,3000
Soykb_3000_wfcommons,QL-NSGA-III,spacing,0.08984855302587488,0.0,0.10917879605090398,0.0,17.705125650970256,3000
Soykb_3000_wfcommons,QL-NSGA-III,epsilon,0.2697440957390546,0.0,0.3135118569257518,0.0,13.960480351804552,3000
Soykb_3000_wfcommons,QL-NSGA-III,coverage,0.20754716981132076,0.0,0.4393939393939394,0.0,-52.765126870527,3000
Soykb_3000_wfcommons,QL-NSGA-III,time,14.540028399999755,0.0,15.010632900000019,0.0,3.1351409573160813,3000
Soykb_3000_wfcommons,QL-NSGA-III,makespan_best,3840574.9038797175,0.0,3907184.354597142,0.0,1.7047941605072385,3000
Soykb_3000_wfcommons,QL-NSGA-III,latency_best,3012243919.028312,0.0,2983757284.1230736,0.0,-0.954723598223602,3000
Soykb_3000_wfcommons,QL-NSGA-III,cost_best,18065971.044180132,0.0,18343211.14552937,0.0,1.511404405421172,3000
Soykb_3000_wfcommons,QL-NSGA-III,energy_best,42844679735.93189,0.0,42940904798.36184,0.0,0.22408717953613733,3000
Srasearch_3000_wfcommons,NSGA-III,hv,0.647899018780169,0.0,0.5956459646949176,0.0,8.772501986480298,3000
Srasearch_3000_wfcommons,NSGA-III,igd,0.09233698678417541,0.0,0.10894382829154253,0.0,15.243489941372228,3000
Srasearch_3000_wfcommons,NSGA-III,spacing,0.07458825283912306,0.0,0.07879880909158177,0.0,5.343426253517495,3000
Srasearch_3000_wfcommons,NSGA-III,epsilon,0.1604510985519028,0.0,0.2617260244443174,0.0,38.69501556348326,3000
Srasearch_3000_wfcommons,NSGA-III,coverage,0.5178571428571429,0.0,0.11764705882352941,0.0,340.17857142857144,3000
Srasearch_3000_wfcommons,NSGA-III,time,14.819739100000334,0.0,14.765120899999602,0.0,-0.369913665933704,3000
Srasearch_3000_wfcommons,NSGA-III,makespan_best,12352545.476478247,0.0,12623857.84883958,0.0,2.1492033228675176,3000
Srasearch_3000_wfcommons,NSGA-III,latency_best,15104667651.378584,0.0,15320927842.911598,0.0,1.4115345607679337,3000
Srasearch_3000_wfcommons,NSGA-III,cost_best,61380614.41152493,0.0,61149789.16984786,0.0,-0.3774751226630312,3000
Srasearch_3000_wfcommons,NSGA-III,energy_best,146703138765.3719,0.0,146668267884.01202,0.0,-0.02377534136248191,3000
Srasearch_3000_wfcommons,NSGA-II,hv,0.647899018780169,0.0,0.46948231777549976,0.0,38.002858520858226,3000
Srasearch_3000_wfcommons,NSGA-II,igd,0.09233698678417541,0.0,0.15507267462568752,0.0,40.45566892616171,3000
Srasearch_3000_wfcommons,NSGA-II,spacing,0.07458825283912306,0.0,0.06941076648801008,0.0,-7.459197777346736,3000
Srasearch_3000_wfcommons,NSGA-II,epsilon,0.1604510985519028,0.0,0.276025608134474,0.0,41.870937397325,3000
Srasearch_3000_wfcommons,NSGA-II,coverage,0.7627118644067796,0.0,0.10294117647058823,0.0,640.9200968523003,3000
Srasearch_3000_wfcommons,NSGA-II,time,14.819739100000334,0.0,14.566668899999968,0.0,-1.7373237610993293,3000
Srasearch_3000_wfcommons,NSGA-II,makespan_best,12352545.476478247,0.0,12737032.504686747,0.0,3.018654683239782,3000
Srasearch_3000_wfcommons,NSGA-II,latency_best,15104667651.378584,0.0,15378192340.482115,0.0,1.7786530630358584,3000
Srasearch_3000_wfcommons,NSGA-II,cost_best,61380614.41152493,0.0,60719005.45961714,0.0,-1.0896241578723034,3000
Srasearch_3000_wfcommons,NSGA-II,energy_best,146703138765.3719,0.0,147610595362.28375,0.0,0.6147638620958581,3000
Srasearch_3000_wfcommons,MOEA/D,hv,0.647899018780169,0.0,0.6591031353809516,0.0,-1.6999033989281158,3000
Srasearch_3000_wfcommons,MOEA/D,igd,0.09233698678417541,0.0,0.178037781203741,0.0,48.13629659959209,3000
Srasearch_3000_wfcommons,MOEA/D,spacing,0.07458825283912306,0.0,0.1076833453322024,0.0,30.73371503363051,3000
Srasearch_3000_wfcommons,MOEA/D,epsilon,0.1604510985519028,0.0,0.23056106407149277,0.0,30.40841514239809,3000
Srasearch_3000_wfcommons,MOEA/D,coverage,0.07142857142857142,0.0,0.4411764705882353,0.0,-83.80952380952381,3000
Srasearch_3000_wfcommons,MOEA/D,time,14.819739100000334,0.0,17.7375777999996,0.0,16.450040320608665,3000
Srasearch_3000_wfcommons,MOEA/D,makespan_best,12352545.476478247,0.0,13294197.627538873,0.0,7.083181531091411,3000
Srasearch_3000_wfcommons,MOEA/D,latency_best,15104667651.378584,0.0,15679128168.901266,0.0,3.6638549754449654,3000
Srasearch_3000_wfcommons,MOEA/D,cost_best,61380614.41152493,0.0,61524064.32010809,0.0,0.23316065050058804,3000
Srasearch_3000_wfcommons,MOEA/D,energy_best,146703138765.3719,0.0,145443324569.41672,0.0,-0.8661890806503737,3000
Srasearch_3000_wfcommons,QL-NSGA-III,hv,0.647899018780169,0.0,0.5948047299481333,0.0,8.926339378078838,3000
Srasearch_3000_wfcommons,QL-NSGA-III,igd,0.09233698678417541,0.0,0.10328645452546868,0.0,10.601068447550704,3000
Srasearch_3000_wfcommons,QL-NSGA-III,spacing,0.07458825283912306,0.0,0.10309258390134333,0.0,27.64925466365079,3000
Srasearch_3000_wfcommons,QL-NSGA-III,epsilon,0.1604510985519028,0.0,0.19598088007676556,0.0,18.12920806914725,3000
Srasearch_3000_wfcommons,QL-NSGA-III,coverage,0.5490196078431373,0.0,0.39705882352941174,0.0,38.27160493827162,3000
Srasearch_3000_wfcommons,QL-NSGA-III,time,14.819739100000334,0.0,14.602072300000145,0.0,-1.490656911760299,3000
Srasearch_3000_wfcommons,QL-NSGA-III,makespan_best,12352545.476478247,0.0,12655687.75511585,0.0,2.395304660665816,3000
Srasearch_3000_wfcommons,QL-NSGA-III,latency_best,15104667651.378584,0.0,15258788196.203012,0.0,1.010044459905275,3000
Srasearch_3000_wfcommons,QL-NSGA-III,cost_best,61380614.41152493,0.0,61501127.63667416,0.0,0.1959528707525114,3000
Srasearch_3000_wfcommons,QL-NSGA-III,energy_best,146703138765.3719,0.0,146982108018.60968,0.0,0.1897981033191279,3000
