benchmark,baseline,metric,adare_mean,adare_std,baseline_mean,baseline_std,gain_percent
Montage_3000_wfcommons,NSGA-III,hv,0.5916159639429064,0.04243873958330299,0.5252124759223026,0.026512339896126943,12.643166540169396
Montage_3000_wfcommons,NSGA-III,igd,0.12813054716702135,0.01367226505235128,0.1515080265893102,0.010198208539960873,15.429862000419106
Montage_3000_wfcommons,NSGA-III,spacing,0.06763113793409607,0.012423795714180619,0.07537100816425737,0.017916167532301856,10.26902839523344
Montage_3000_wfcommons,NSGA-III,epsilon,0.23162627559120366,0.03926477292327668,0.28269175992130685,0.031377269693556836,18.06401585398822
Montage_3000_wfcommons,NSGA-III,coverage,0.4292097297775725,0.15934705188791926,0.1523007526893774,0.09869241551456649,181.81720851567977
Montage_3000_wfcommons,NSGA-III,time,17.959214984999925,2.08813625842478,17.820792795000123,1.604225710977544,-0.776745409657854
Montage_3000_wfcommons,NSGA-III,makespan_best,2052872.15172989,48963.886767089505,2094377.0309044193,43318.11421276401,1.9817291042676402
Montage_3000_wfcommons,NSGA-III,latency_best,1613773081.2257266,22498789.831816718,1618637402.8918967,24834504.318537645,0.30051953930382463
Montage_3000_wfcommons,NSGA-III,cost_best,9035406.40642578,144957.13818738554,9102763.505741004,115197.79697678887,0.7399631910984275
Montage_3000_wfcommons,NSGA-III,energy_best,22185480474.660866,164591749.59501028,22343582944.223022,96271640.10785267,0.7075967625999499
Montage_3000_wfcommons,QL-NSGA-III,hv,0.5916159639429064,0.04243873958330299,0.58235760829827,0.033125129785856404,1.5898059049474083
Montage_3000_wfcommons,QL-NSGA-III,igd,0.12813054716702135,0.01367226505235128,0.1352886035622373,0.013222171141170625,5.290952975150633
Montage_3000_wfcommons,QL-NSGA-III,spacing,0.06763113793409607,0.012423795714180619,0.07720389199506518,0.019994962458403383,12.399315388893854
Montage_3000_wfcommons,QL-NSGA-III,epsilon,0.23162627559120366,0.03926477292327668,0.23982290370709328,0.03543722752610817,3.4177837017187205
Montage_3000_wfcommons,QL-NSGA-III,coverage,0.2962272046716761,0.1611939917621538,0.2593755845732405,0.18166335212873672,14.207821510674895
Montage_3000_wfcommons,QL-NSGA-III,time,17.959214984999925,2.08813625842478,17.59734509000009,0.7897070777039197,-2.0563891493238473
Montage_3000_wfcommons,QL-NSGA-III,makespan_best,2052872.15172989,48963.886767089505,2068157.4657622173,42953.590571136265,0.7390788315382937
Montage_3000_wfcommons,QL-NSGA-III,latency_best,1613773081.2257266,22498789.831816718,1612246779.4000328,26824133.95589292,-0.09466924326943485
Montage_3000_wfcommons,QL-NSGA-III,cost_best,9035406.40642578,144957.13818738554,8982530.734766314,186805.79413522346,-0.5886500499777191
Montage_3000_wfcommons,QL-NSGA-III,energy_best,22185480474.660866,164591749.59501028,22198271460.574787,105981660.84257925,0.0576215402025278
Montage_3000_wfcommons,OVEA-style,hv,0.5916159639429064,0.04243873958330299,0.49747288750303903,0.036520113422485616,18.924262769856426
Montage_3000_wfcommons,OVEA-style,igd,0.12813054716702135,0.01367226505235128,0.15682129553369487,0.013750416381120165,18.29518642161005
Montage_3000_wfcommons,OVEA-style,spacing,0.06763113793409607,0.012423795714180619,0.0737009900899788,0.022842040931154765,8.235781023392315
Montage_3000_wfcommons,OVEA-style,epsilon,0.23162627559120366,0.03926477292327668,0.3552580541003244,0.04570645311237336,34.80055612594424
Montage_3000_wfcommons,OVEA-style,coverage,0.09913129996474948,0.057345631932127945,0.17372523056634903,0.0989955075254273,-42.937879753229446
Montage_3000_wfcommons,OVEA-style,time,17.959214984999925,2.08813625842478,18.394578664999425,1.3899325088712864,2.3668043064661
Montage_3000_wfcommons,OVEA-style,makespan_best,2052872.15172989,48963.886767089505,1983630.932214186,41869.09429423348,-3.4906301566095665
Montage_3000_wfcommons,OVEA-style,latency_best,1613773081.2257266,22498789.831816718,1614848705.8762608,29155245.46287145,0.0666083854555582
Montage_3000_wfcommons,OVEA-style,cost_best,9035406.40642578,144957.13818738554,9607493.591712972,245795.06216146963,5.954593462135133
Montage_3000_wfcommons,OVEA-style,energy_best,22185480474.660866,164591749.59501028,22339567291.51702,98256140.77348714,0.6897484398216908
Montage_3000_wfcommons,QMOEA/D-AWA-style,hv,0.5916159639429064,0.04243873958330299,0.47411633299341077,0.06034094882043666,24.782869260723952
Montage_3000_wfcommons,QMOEA/D-AWA-style,igd,0.12813054716702135,0.01367226505235128,0.31362123822329296,0.07197146025266428,59.144811782231855
Montage_3000_wfcommons,QMOEA/D-AWA-style,spacing,0.06763113793409607,0.012423795714180619,0.06893335789440903,0.05898771144438313,1.889099849607907
Montage_3000_wfcommons,QMOEA/D-AWA-style,epsilon,0.23162627559120366,0.03926477292327668,0.3773273267883357,0.07949908533450509,38.61396746355029
Montage_3000_wfcommons,QMOEA/D-AWA-style,coverage,0.08089348370927317,0.19516089622484736,0.1365441987525195,0.09999316339093213,-40.75655762139764
Montage_3000_wfcommons,QMOEA/D-AWA-style,time,17.959214984999925,2.08813625842478,23.89873217500026,2.655290794601146,24.852854730986458
Montage_3000_wfcommons,QMOEA/D-AWA-style,makespan_best,2052872.15172989,48963.886767089505,2370884.866345142,128054.00153703391,13.413250011818892
Montage_3000_wfcommons,QMOEA/D-AWA-style,latency_best,1613773081.2257266,22498789.831816718,1710579421.0161278,31305739.09670488,5.659271858473299
Montage_3000_wfcommons,QMOEA/D-AWA-style,cost_best,9035406.40642578,144957.13818738554,9372573.89136417,312208.16705568915,3.5973841214423983
Montage_3000_wfcommons,QMOEA/D-AWA-style,energy_best,22185480474.660866,164591749.59501028,22014164498.008915,133225985.50413534,-0.7782079427427083
Epigenomics_3000_wfcommons,NSGA-III,hv,0.5275897084079195,0.04832914110944549,0.46551439121310806,0.0474564829440085,13.33477941101803
Epigenomics_3000_wfcommons,NSGA-III,igd,0.17455136950442787,0.02094195192820645,0.1919555908818281,0.027759712510878665,9.066795761168855
Epigenomics_3000_wfcommons,NSGA-III,spacing,0.07918796301569393,0.02554056537371478,0.0580406604981511,0.016389062885001568,-36.435323678331486
Epigenomics_3000_wfcommons,NSGA-III,epsilon,0.24625345861905382,0.037042740600206736,0.29603125213666476,0.035415453260796606,16.815046775747415
Epigenomics_3000_wfcommons,NSGA-III,coverage,0.44478064450257493,0.18101131955780989,0.2206052790104302,0.12398537780957612,101.618314166247
Epigenomics_3000_wfcommons,NSGA-III,time,15.809868939999797,1.2204281367100744,16.486719720000472,1.8505933215202097,4.105430258388939
Epigenomics_3000_wfcommons,NSGA-III,makespan_best,359960.5957192147,13802.099184419523,359115.4794842796,13087.080448317687,-0.2353327225406102
Epigenomics_3000_wfcommons,NSGA-III,latency_best,143372720.98842645,7851716.148613843,144681969.933553,7476428.612159391,0.9049150669761077
Epigenomics_3000_wfcommons,NSGA-III,cost_best,1441906.2137754534,33332.24006118769,1467686.2315592987,24332.250435677626,1.7565074352749164
Epigenomics_3000_wfcommons,NSGA-III,energy_best,3623169118.4274597,23492443.061705887,3646483730.7843843,28375522.827287965,0.6393724496861912
Epigenomics_3000_wfcommons,QL-NSGA-III,hv,0.5275897084079195,0.04832914110944549,0.5103532545493751,0.054015370715603,3.3773574881507624
Epigenomics_3000_wfcommons,QL-NSGA-III,igd,0.17455136950442787,0.02094195192820645,0.1716481685529805,0.024245027932170513,-1.6913672752361848
Epigenomics_3000_wfcommons,QL-NSGA-III,spacing,0.07918796301569393,0.02554056537371478,0.08646770485251956,0.031269258473593395,8.419029797589808
Epigenomics_3000_wfcommons,QL-NSGA-III,epsilon,0.24625345861905382,0.037042740600206736,0.2541359991866988,0.04055861693370679,3.1017016844804295
Epigenomics_3000_wfcommons,QL-NSGA-III,coverage,0.34413553068345265,0.2034328436270159,0.2934630961605641,0.1598950837866242,17.267055103638608
Epigenomics_3000_wfcommons,QL-NSGA-III,time,15.809868939999797,1.2204281367100744,15.958560865000072,1.506238344038224,0.9317376814746653
Epigenomics_3000_wfcommons,QL-NSGA-III,makespan_best,359960.5957192147,13802.099184419523,361285.7875015055,14077.521399242589,0.36679875825043134
Epigenomics_3000_wfcommons,QL-NSGA-III,latency_best,143372720.98842645,7851716.148613843,144167237.7025785,7083865.827838313,0.5511076766214946
Epigenomics_3000_wfcommons,QL-NSGA-III,cost_best,1441906.2137754534,33332.24006118769,1434821.1837780692,38550.54271230397,-0.49379184510841817
Epigenomics_3000_wfcommons,QL-NSGA-III,energy_best,3623169118.4274597,23492443.061705887,3635162855.3207674,17805092.98349914,0.32993671454780965
Epigenomics_3000_wfcommons,OVEA-style,hv,0.5275897084079195,0.04832914110944549,0.39618034883302833,0.04684548456027752,33.16907563991119
Epigenomics_3000_wfcommons,OVEA-style,igd,0.17455136950442787,0.02094195192820645,0.23291170270756995,0.025559578474531924,25.056848807814447
Epigenomics_3000_wfcommons,OVEA-style,spacing,0.07918796301569393,0.02554056537371478,0.07476821170548341,0.028702264888689898,-5.911270591331242
Epigenomics_3000_wfcommons,OVEA-style,epsilon,0.24625345861905382,0.037042740600206736,0.46970919443521575,0.07597086503863745,47.57320879887138
Epigenomics_3000_wfcommons,OVEA-style,coverage,0.2488766094863965,0.2301617938220737,0.18528526174783805,0.1743921502430487,34.32078036789694
Epigenomics_3000_wfcommons,OVEA-style,time,15.809868939999797,1.2204281367100744,17.277055370000017,3.928069410893911,8.492109324068334
Epigenomics_3000_wfcommons,OVEA-style,makespan_best,359960.5957192147,13802.099184419523,351020.3262116733,13326.110517932133,-2.546937838052772
Epigenomics_3000_wfcommons,OVEA-style,latency_best,143372720.98842645,7851716.148613843,140280121.4461309,6844003.489840604,-2.204588583481614
Epigenomics_3000_wfcommons,OVEA-style,cost_best,1441906.2137754534,33332.24006118769,1559126.2174131437,34453.64511034385,7.518313933055292
Epigenomics_3000_wfcommons,OVEA-style,energy_best,3623169118.4274597,23492443.061705887,3647545767.6734214,26049863.37213383,0.6683027657117037
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,hv,0.5275897084079195,0.04832914110944549,0.47539827105613763,0.08519866785168914,10.97846595778192
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,igd,0.17455136950442787,0.02094195192820645,0.3202950632424886,0.06470028653730206,45.50294727075492
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,spacing,0.07918796301569393,0.02554056537371478,0.08690259213097727,0.053237802741416825,8.877329117704631
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,epsilon,0.24625345861905382,0.037042740600206736,0.36847842485838195,0.07550788988274569,33.17018256531657
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,coverage,0.17393524159542467,0.1989821666041598,0.22785174621571413,0.1964433416594292,-23.662976262312725
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,time,15.809868939999797,1.2204281367100744,21.14462627499961,1.6684998218125595,25.2298492563445
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,makespan_best,359960.5957192147,13802.099184419523,400479.91032078455,19650.630237773843,10.117689691129291
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,latency_best,143372720.98842645,7851716.148613843,160717034.53505546,8821481.033579385,10.79183273683779
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,cost_best,1441906.2137754534,33332.24006118769,1507508.9246466837,36370.17537120427,4.351729518722798
Epigenomics_3000_wfcommons,QMOEA/D-AWA-style,energy_best,3623169118.4274597,23492443.061705887,3600154587.3706527,23708597.73681859,-0.6392650787147321
Seismology_3000_wfcommons,NSGA-III,hv,0.4878199109631762,0.028295498891272575,0.4633627276426117,0.026364287802629397,5.2781939205580874
Seismology_3000_wfcommons,NSGA-III,igd,0.11453634234947947,0.010904531879171538,0.12554622765463944,0.008560677143739988,8.769586717847595
Seismology_3000_wfcommons,NSGA-III,spacing,0.053337315175813825,0.00896756048859954,0.05666979814248052,0.008369629884484074,5.880527328310029
Seismology_3000_wfcommons,NSGA-III,epsilon,0.25646957059527,0.03850315619561866,0.2813479282435164,0.03678496887388122,8.842559390276845
Seismology_3000_wfcommons,NSGA-III,coverage,0.20654765932950436,0.08843715618952135,0.17983496965684453,0.10437743312993912,14.854001823801092
Seismology_3000_wfcommons,NSGA-III,time,14.971377424999991,0.9631322349106306,15.013932820000083,0.8192769011091028,0.2834393593622806
Seismology_3000_wfcommons,NSGA-III,makespan_best,30855.904106756345,456.9530317706604,30872.518725987135,436.7234511325094,0.053816856921376575
Seismology_3000_wfcommons,NSGA-III,latency_best,38390200.563351266,99059.76131874105,38456479.50006218,73899.82907936338,0.1723479048850774
Seismology_3000_wfcommons,NSGA-III,cost_best,151290.46300269203,1655.5568472542418,152500.85675584598,987.5276537990921,0.7936963626976752
Seismology_3000_wfcommons,NSGA-III,energy_best,359581392.7940033,944261.1340437608,360039461.86654186,1009472.9308397756,0.12722746283526834
Seismology_3000_wfcommons,QL-NSGA-III,hv,0.4878199109631762,0.028295498891272575,0.465073879515349,0.018840941158389087,4.890842605809357
Seismology_3000_wfcommons,QL-NSGA-III,igd,0.11453634234947947,0.010904531879171538,0.12288037776447398,0.009312676178254627,6.790372528791868
Seismology_3000_wfcommons,QL-NSGA-III,spacing,0.053337315175813825,0.00896756048859954,0.05494985714859814,0.009514792725630144,2.9345699087508037
Seismology_3000_wfcommons,QL-NSGA-III,epsilon,0.25646957059527,0.03850315619561866,0.277522863231389,0.04887244712339853,7.586147098289893
Seismology_3000_wfcommons,QL-NSGA-III,coverage,0.18665251856994913,0.09886028257679985,0.17106945036726848,0.10380176899636172,9.109205746102191
Seismology_3000_wfcommons,QL-NSGA-III,time,14.971377424999991,0.9631322349106306,15.159784099999706,0.48919537864622736,1.2428057929909369
Seismology_3000_wfcommons,QL-NSGA-III,makespan_best,30855.904106756345,456.9530317706604,31028.20140416962,396.39488988576,0.5552925713255225
Seismology_3000_wfcommons,QL-NSGA-III,latency_best,38390200.563351266,99059.76131874105,38479149.412400156,89083.22189285571,0.2311611623624555
Seismology_3000_wfcommons,QL-NSGA-III,cost_best,151290.46300269203,1655.5568472542418,152030.86713776906,1133.9431856453662,0.48700908507354607
Seismology_3000_wfcommons,QL-NSGA-III,energy_best,359581392.7940033,944261.1340437608,359858590.85184956,990778.6461923388,0.077029718031761
Seismology_3000_wfcommons,OVEA-style,hv,0.4878199109631762,0.028295498891272575,0.4197576431038522,0.028552958983364154,16.214658381451954
Seismology_3000_wfcommons,OVEA-style,igd,0.11453634234947947,0.010904531879171538,0.1795719431321718,0.025768314828913567,36.21701678353152
Seismology_3000_wfcommons,OVEA-style,spacing,0.053337315175813825,0.00896756048859954,0.05882950001607963,0.014386016533772503,9.335766645585377
Seismology_3000_wfcommons,OVEA-style,epsilon,0.25646957059527,0.03850315619561866,0.36406045024130973,0.06450595074893156,29.553026035848006
Seismology_3000_wfcommons,OVEA-style,coverage,0.11401156924645295,0.11052823103253981,0.06460579304252018,0.04108692937944644,76.47267199617293
Seismology_3000_wfcommons,OVEA-style,time,14.971377424999991,0.9631322349106306,15.656655420000243,0.7159169278676231,4.376911777242406
Seismology_3000_wfcommons,OVEA-style,makespan_best,30855.904106756345,456.9530317706604,30018.124854653248,610.470847643723,-2.790911344927759
Seismology_3000_wfcommons,OVEA-style,latency_best,38390200.563351266,99059.76131874105,38353969.99250674,118378.57925222775,-0.09446367834047431
Seismology_3000_wfcommons,OVEA-style,cost_best,151290.46300269203,1655.5568472542418,157217.27830061532,2144.4024852819916,3.7698243869803
Seismology_3000_wfcommons,OVEA-style,energy_best,359581392.7940033,944261.1340437608,360639675.4139265,833476.9115325897,0.29344597726484856
Seismology_3000_wfcommons,QMOEA/D-AWA-style,hv,0.4878199109631762,0.028295498891272575,0.35784779410345546,0.05160731202301372,36.320502459809816
Seismology_3000_wfcommons,QMOEA/D-AWA-style,igd,0.11453634234947947,0.010904531879171538,0.3386748501240092,0.056098391350549094,66.18103106636326
Seismology_3000_wfcommons,QMOEA/D-AWA-style,spacing,0.053337315175813825,0.00896756048859954,0.06262627872749124,0.023317738162266042,14.832373470722942
Seismology_3000_wfcommons,QMOEA/D-AWA-style,epsilon,0.25646957059527,0.03850315619561866,0.5288839801044736,0.06099132413219731,51.50740422415365
Seismology_3000_wfcommons,QMOEA/D-AWA-style,coverage,0.03553025074764206,0.09592050929549534,0.02889632850323161,0.04782452435891151,22.95766482468022
Seismology_3000_wfcommons,QMOEA/D-AWA-style,time,14.971377424999991,0.9631322349106306,18.774215540000114,1.178262412776781,20.25564320862218
Seismology_3000_wfcommons,QMOEA/D-AWA-style,makespan_best,30855.904106756345,456.9530317706604,33681.718183456964,937.9384244671085,8.389756310260143
Seismology_3000_wfcommons,QMOEA/D-AWA-style,latency_best,38390200.563351266,99059.76131874105,39521768.73806479,168028.46705196425,2.8631516524807497
Seismology_3000_wfcommons,QMOEA/D-AWA-style,cost_best,151290.46300269203,1655.5568472542418,152236.84489115377,1718.7261805580083,0.6216510130240676
Seismology_3000_wfcommons,QMOEA/D-AWA-style,energy_best,359581392.7940033,944261.1340437608,356693754.6666188,890803.5307437633,-0.8095566826179487
Soykb_3000_wfcommons,NSGA-III,hv,0.47069546122763856,0.03560705990478464,0.4524494033855083,0.03527109998008903,4.032728898657367
Soykb_3000_wfcommons,NSGA-III,igd,0.15168809867678779,0.015696225922150402,0.15694484279379067,0.014406210229790517,3.349421378509204
Soykb_3000_wfcommons,NSGA-III,spacing,0.06686348375395681,0.009070459109107048,0.06091602174852288,0.01145820330963072,-9.763378885749622
Soykb_3000_wfcommons,NSGA-III,epsilon,0.3101039471771212,0.0519250688593358,0.3237625095207289,0.0423565538234663,4.218697947401842
Soykb_3000_wfcommons,NSGA-III,coverage,0.2763769287656655,0.12461851925980595,0.224203723016616,0.1412360070699114,23.27044575668481
Soykb_3000_wfcommons,NSGA-III,time,16.742354259999775,2.2393231541761134,17.161373529999764,3.429616496979611,2.4416418025486264
Soykb_3000_wfcommons,NSGA-III,makespan_best,3794357.789552258,77717.655233183,3807071.3064796403,58821.89662906884,0.33394480701593426
